id,character_style,intensity,length_chars,punctuation,phoneme_tags,near_pair_group,reading_ease_score
11_ANNOUNCE_024,friend,strong,61,。,YOUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_025,maid,mid,63,。,HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_026,boy,mid,55,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_027,girl,weak,56,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_028,cool,weak,46,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_029,friend,mid,42,。,HATSUON;DAKUON,,4
11_ANNOUNCE_030,maid,mid,48,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_031,boy,strong,56,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_032,girl,mid,49,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_033,cool,weak,57,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_034,friend,mid,62,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_035,maid,strong,51,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_036,boy,mid,58,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_037,girl,mid,58,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_038,cool,weak,72,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_039,friend,weak,51,。,HATSUON;DAKUON,,4
11_ANNOUNCE_040,maid,mid,61,。,HATSUON;DAKUON,,4
11_ANNOUNCE_041,boy,mid,60,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_042,girl,mid,60,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_043,maid,mid,44,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_044,cool,weak,48,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_045,boy,mid,51,。,SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_046,girl,mid,44,。,HATSUON;DAKUON,,4
11_ANNOUNCE_047,cool,mid,53,。,YOUON;CHOON;DAKUON,,4
11_ANNOUNCE_048,girl,weak,52,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_049,boy,mid,53,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_050,cool,strong,46,。,YOUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
11_ANNOUNCE_051,girl,mid,49,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_052,cool,weak,54,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_053,boy,mid,59,。,HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_054,girl,weak,59,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_055,friend,mid,61,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_056,maid,mid,50,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_057,friend,weak,53,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_058,cool,weak,50,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_059,friend,strong,59,。,YOUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_060,boy,mid,55,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_061,girl,weak,56,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_062,friend,mid,49,。,SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_063,girl,mid,58,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_064,boy,strong,52,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_065,cool,weak,56,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_066,maid,strong,51,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_067,friend,mid,49,。,SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_068,boy,mid,57,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_069,friend,weak,54,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_070,cool,weak,46,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_071,friend,mid,60,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_072,girl,mid,73,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_073,boy,mid,50,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_074,maid,weak,62,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_075,cool,weak,53,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_076,boy,mid,45,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_077,girl,mid,59,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_078,friend,mid,57,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_079,cool,weak,51,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_080,boy,mid,48,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_081,maid,weak,53,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_082,friend,mid,49,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_083,girl,mid,52,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_084,maid,weak,52,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_085,cool,weak,50,。,YOUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_086,boy,mid,51,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_087,girl,weak,56,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_088,friend,mid,57,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_089,cool,strong,49,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_090,friend,weak,52,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_091,maid,mid,51,。,YOUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_092,boy,strong,55,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_093,girl,mid,57,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_094,cool,weak,53,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_095,friend,mid,54,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_096,maid,mid,53,。,HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_097,boy,mid,49,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_098,girl,weak,56,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_099,cool,weak,58,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_100,friend,mid,43,。,SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_101,maid,mid,52,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_102,boy,strong,53,。,HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_103,girl,mid,59,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_104,cool,weak,51,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_105,friend,mid,58,。,SOKUON;DAKUON,,4
11_ANNOUNCE_106,maid,strong,51,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_107,boy,mid,57,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_108,girl,mid,56,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_109,cool,weak,67,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_110,friend,weak,52,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_111,maid,mid,59,。,HATSUON;DAKUON,,4
11_ANNOUNCE_112,girl,mid,50,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_113,boy,mid,46,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_114,maid,weak,45,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_115,cool,weak,45,。,HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_116,boy,mid,42,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_117,girl,mid,42,。,HATSUON;DAKUON,,4
11_ANNOUNCE_118,friend,mid,48,。,HATSUON;DAKUON,,4
11_ANNOUNCE_119,cool,weak,51,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_120,boy,mid,48,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_121,maid,weak,51,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_122,friend,mid,45,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_123,girl,mid,55,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_124,maid,weak,44,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_125,cool,weak,52,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_126,boy,mid,53,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_127,girl,weak,55,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_128,friend,mid,48,。,HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_129,friend,weak,51,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_130,maid,mid,51,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_131,boy,strong,51,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_132,boy,mid,55,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_133,girl,mid,53,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_134,boy,mid,59,。,YOUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_135,girl,weak,35,。,HATSUON;DAKUON,,4
11_ANNOUNCE_136,maid,mid,45,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_137,cool,strong,66,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_138,boy,mid,59,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_139,girl,mid,63,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_140,friend,mid,63,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_141,cool,weak,62,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_142,maid,mid,59,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_143,boy,mid,57,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
11_ANNOUNCE_144,friend,mid,50,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_145,girl,weak,44,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_146,cool,mid,63,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_147,boy,mid,61,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_148,maid,mid,60,。,SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_149,cool,weak,53,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_150,girl,mid,59,。,SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_151,friend,mid,55,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_152,boy,mid,61,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_153,maid,weak,57,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_154,girl,mid,64,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
11_ANNOUNCE_155,cool,weak,57,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_156,friend,mid,66,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_157,boy,mid,66,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_158,maid,mid,61,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
11_ANNOUNCE_159,cool,weak,50,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_160,girl,weak,47,。,YOUON;CHOON;DAKUON,,4
11_ANNOUNCE_161,friend,mid,55,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_162,boy,mid,53,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_163,maid,mid,54,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_164,boy,strong,53,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_165,girl,mid,50,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_166,cool,strong,64,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_167,friend,mid,57,。,YOUON;HATSUON;DAKUON;GAIRAION,,4
11_ANNOUNCE_168,maid,weak,55,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_169,boy,strong,49,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_170,girl,mid,53,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_171,cool,weak,53,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_172,friend,strong,49,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_173,maid,mid,57,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_174,boy,mid,58,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_175,girl,weak,54,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_176,maid,mid,47,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_177,cool,mid,56,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_178,boy,mid,52,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_179,girl,strong,62,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_180,friend,mid,60,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
11_ANNOUNCE_181,cool,weak,53,。,YOUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_182,maid,mid,59,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_183,boy,mid,58,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_184,friend,mid,58,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_185,girl,weak,60,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_186,cool,mid,68,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_187,maid,mid,59,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_188,cool,weak,63,。,YOUON;HATSUON;DAKUON,,4
11_ANNOUNCE_189,girl,mid,60,。,YOUON;SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_190,friend,mid,50,。,YOUON;SOKUON;HATSUON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_191,boy,mid,59,。,YOUON;SOKUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_192,maid,weak,64,。,YOUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_193,girl,mid,52,。,SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_194,cool,weak,55,。,SOKUON;HATSUON;DAKUON,,4
11_ANNOUNCE_195,friend,mid,57,。,YOUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
11_ANNOUNCE_196,boy,strong,49,。,YOUON;HATSUON;CHOON;DAKUON;HANDAKUON;GAIRAION,,4
11_ANNOUNCE_197,maid,mid,64,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_198,cool,weak,59,。,YOUON;SOKUON;HATSUON;CHOON;DAKUON,,4
11_ANNOUNCE_199,girl,weak,47,。,YOUON;CHOON;DAKUON,,4
11_ANNOUNCE_200,friend,mid,60,。,YOUON;HATSUON;CHOON;DAKUON,,4
