id,character_style,intensity,punctuation,near_pair_group,scene
ANGRY_125,mage,weak,…,,部屋で捨てられたメモを見る
ANGRY_126,maker,weak,。,,台所で家族に後始末を求める
ANGRY_127,none,strong,！,,家で兄弟の勝手な約束に抗議
ANGRY_128,scout,mid,。,,広場で約束を破った相手に
ANGRY_129,none,mid,。,,店で店員の対応に不満を伝える
ANGRY_130,steward,mid,。,,控室で同僚の責任転嫁を責める
ANGRY_131,none,strong,！,,公園で飼い主の放置を注意
ANGRY_132,teacher,weak,…,,玄関で壊れた傘を受け取る
ANGRY_133,none,weak,。,,集会所で役員の不公平に不満
ANGRY_134,none,weak,。,,職場で上司の丸投げに抗議
ANGRY_135,cool,mid,。,,駅前で友人に軽視を抗議
ANGRY_136,none,mid,。,,食卓で親戚の決めつけを拒む
ANGRY_137,mage,mid,。,,庭で隣人に侵入を抗議
ANGRY_138,none,strong,！,,玄関で友人の侵入を責める
ANGRY_139,maker,mid,。,,庭で隣人に枝切りを抗議
ANGRY_140,none,mid,。,,工房で仲間に抗議する
ANGRY_141,scout,weak,。,,山道で仲間の独断を責める
ANGRY_142,none,mid,。,,車内で友人の無断喫煙に抗議
ANGRY_143,steward,weak,。,,休憩室で同僚の押しつけを断る
ANGRY_144,none,strong,。,,職場で同僚の無断提出に抗議
ANGRY_145,teacher,weak,。,,休憩室で同僚の無断使用を注意
ANGRY_146,none,weak,…,,家で家族の軽い謝罪に不満
ANGRY_147,senior,weak,…,,家で弟に無視される
ANGRY_148,none,mid,。,,商店街で友人の約束破りを責める
ANGRY_149,youth,weak,。,,家で母に勝手な予定を抗議
ANGRY_150,none,strong,。,,作業場で責任者の無視に抗議
ANGRY_151,none,weak,。,,休憩室で同僚に盗み食いを抗議
ANGRY_152,senior,mid,。,,店で友人の店員への態度を責める
ANGRY_153,none,mid,？,,廊下で友人の無断撮影を止める
ANGRY_154,teacher,mid,。,,職員室で同僚の偏った評価を抗議
ANGRY_155,none,strong,！,,学校で仲間の妨害を責める
ANGRY_156,cool,strong,。,,職場で責任者へ改善を要求
ANGRY_157,none,strong,！,,玄関で責任逃れを責める
ANGRY_158,mage,weak,。,,家で仲間の遅刻を責める
ANGRY_159,none,weak,。,,控室で仲間の冷やかしに抗議
ANGRY_160,maker,mid,。,,工房で弟子のごまかしを指摘
ANGRY_161,none,mid,。,,玄関で友人の無断連れ込みに抗議
ANGRY_162,scout,mid,。,,台所で仲間に片付けを求める
ANGRY_163,steward,strong,。,,食卓で家族に嘘を問いただす
ANGRY_164,none,strong,？！,,職場で上司の二重基準を問う
ANGRY_165,youth,mid,。,,廊下で友人に暴露を抗議
ANGRY_166,none,weak,…,,部屋で家族に発言を軽視される
ANGRY_167,none,weak,。,,家で妹の借り物汚損を注意
ANGRY_168,cool,weak,…,,机で改ざんされた記録を見る
ANGRY_169,none,mid,。,,教室で友人の意地悪を責める
ANGRY_170,none,mid,。,,バス停で割り込む相手に
ANGRY_171,mage,strong,。,,集会所で責任転嫁に抗議
ANGRY_172,none,strong,！,,職場で嘘の報告を責める
ANGRY_173,maker,weak,…,,店で無断修正された図を見る
ANGRY_174,none,strong,。,,店で担当者の強引な契約に抗議
ANGRY_175,senior,mid,。,,廊下で友人の暴露を責める
ANGRY_176,scout,strong,。,,宿で仲間の侮辱を止める
ANGRY_177,none,weak,…,,自宅で家族の冷やかしに抗議
ANGRY_178,teacher,strong,。,,会議室で責任者に改善を要求
ANGRY_179,none,mid,。,,店で友人の迷惑をたしなめる
ANGRY_180,youth,strong,。,,校庭で友人の不正を責める
ANGRY_181,steward,weak,…,,自室で破れた手紙を見つける
ANGRY_182,none,weak,。,,家で同居人の放置に不満
ANGRY_183,none,strong,？！,,倉庫で責任者の強行に抗議
ANGRY_184,maker,strong,。,,工房で仲間の責任逃れを責める
ANGRY_185,none,weak,。,,職場で同僚に不公平を指摘
ANGRY_186,none,mid,。,,体育館で仲間の妨害を責める
ANGRY_187,cool,mid,。,,家で家族の無断閲覧を抗議
ANGRY_188,none,strong,。,,会議室で相手の侮辱に抗議
ANGRY_189,scout,weak,…,,食堂で空の皿を見つける
ANGRY_190,none,mid,。,,家で夫の約束破りを責める
ANGRY_191,senior,strong,。,,駅で友人の逆ギレに抗議
ANGRY_192,none,strong,！,,会議で相手の遮りに抗議
ANGRY_193,none,weak,…,,自宅で家族の無断決定に不満
ANGRY_194,mage,mid,。,,市場で店員のすり替えに抗議
ANGRY_195,none,mid,？,,窓口で説明の食い違いを指摘
ANGRY_196,youth,weak,…,,自室で壊れた模型を見る
ANGRY_197,steward,mid,。,,店先で客の値札外しを注意
ANGRY_198,none,strong,！,,公園で相手の危険行為を制止
ANGRY_199,teacher,mid,。,,家で家族にからかいを止める
ANGRY_200,none,weak,…,,部室で仲間の軽い扱いに不満
