id,character_style,intensity,punctuation,near_pair_group,scene
NORMAL_129,none,weak,。,,職場で同僚にメモを渡す
NORMAL_130,none,weak,。,,職場で同僚に作業を話す
NORMAL_131,none,strong,！,,家で家族に声をかける
NORMAL_132,none,mid,？,,店で店員に持ち帰りを相談
NORMAL_133,none,strong,！,,作業場で仲間に声をかける
NORMAL_134,none,strong,。,,家で家族に食卓準備を頼む
NORMAL_135,none,mid,。,,公園で友人に経路を話す
NORMAL_136,none,weak,。,,公園で友人に最近の習慣を話す
NORMAL_137,none,weak,…,,自室で独り言を漏らす
NORMAL_138,none,mid,？,,職場で同僚に資料を相談
NORMAL_139,none,strong,。,,職場で同僚に連絡する
NORMAL_140,none,mid,。,,玄関で家族に伝える
NORMAL_141,none,strong,。,,自宅で弟に片付けを頼む
NORMAL_142,none,mid,。,,店で店員に確認する
NORMAL_143,none,weak,。,,喫茶店で友人に読書を話す
NORMAL_144,none,weak,。,,家で姉に家事を伝える
NORMAL_145,none,mid,。,,駅で友人に連絡を頼む
NORMAL_146,none,strong,。,,教室で仲間に集合を伝える
NORMAL_147,none,strong,。,,職場で同僚に受け取りを頼む
NORMAL_148,none,weak,。,,書斎で独り言を漏らす
NORMAL_149,none,weak,。,,台所で家族に買い物を話す
NORMAL_150,none,mid,。,,台所で家族に取り分けを尋ねる
NORMAL_151,none,mid,。,,家で友人に席を勧める
NORMAL_152,none,weak,。,,職場で同僚に選択を伝える
NORMAL_153,none,strong,。,,教室で仲間に持ち物を伝える
NORMAL_154,none,strong,！,,庭で家族に呼びかける
NORMAL_155,none,weak,。,,店で店員に買い替えを話す
NORMAL_156,none,mid,？,,職場で同僚に尋ねる
NORMAL_157,none,mid,？,,店で店員に受け取りを尋ねる
NORMAL_158,none,mid,。,,職場で同僚に作業順を尋ねる
NORMAL_159,none,weak,。,,家で友人に暮らしを話す
NORMAL_160,none,strong,。,,家で家族に準備を頼む
NORMAL_161,none,weak,。,,公園で友人に道を話す
NORMAL_162,none,strong,。,,職場で同僚に確認を頼む
NORMAL_163,none,mid,。,,職場で同僚に席を確認
NORMAL_164,none,weak,。,,家で友人に食器を勧める
NORMAL_165,none,strong,！,,庭で家族を呼ぶ
NORMAL_166,none,strong,。,,店で店員に注文を決める
NORMAL_167,none,mid,。,,店で店員に数量を伝える
NORMAL_168,none,weak,…,,自宅で友人に週末の予定を話す
NORMAL_169,none,strong,。,,職場で同僚に提出方法を伝える
NORMAL_170,none,mid,。,,職場で同僚に打ち合わせを頼む
NORMAL_171,none,weak,…,,台所で独り言を漏らす
NORMAL_172,none,strong,。,,家で家族に食材を頼む
NORMAL_173,none,weak,。,,店で友人に待つと伝える
NORMAL_174,none,weak,。,,喫茶店で友人に読書を話す
NORMAL_175,none,mid,。,,庭で隣人に予定を話す
NORMAL_176,none,mid,。,,店で店員に交換用の品を尋ねる
NORMAL_177,none,strong,。,,家で弟に道具を頼む
NORMAL_178,none,strong,。,,職場で同僚に引き継ぎを頼む
NORMAL_179,none,weak,。,,駅で友人に場所を知らせる
NORMAL_180,none,mid,？,,家で姉に選択を尋ねる
NORMAL_181,none,weak,。,,台所で家族に料理を話す
NORMAL_182,none,mid,。,,職場で同僚に出席を伝える
NORMAL_183,none,mid,。,,家で友人に訪問を相談
NORMAL_184,none,strong,。,,店で店員に注文する
NORMAL_185,none,strong,。,,教室で仲間に片付けを頼む
NORMAL_186,none,weak,。,,家で家族に趣味を話す
NORMAL_187,none,weak,。,,職場で同僚に作業状況を話す
NORMAL_188,none,weak,。,,自室で独り言を漏らす
NORMAL_189,none,mid,。,,店で店員に受け取りを相談
NORMAL_190,none,mid,？,,公園で友人に昼食を尋ねる
NORMAL_191,none,strong,。,,家で妹に頼みを伝える
NORMAL_192,none,strong,。,,職場で同僚に資料を指示
NORMAL_193,none,weak,。,,公園で友人に散歩の習慣を話す
NORMAL_194,none,weak,…,,自宅で独り言を漏らす
NORMAL_195,none,mid,？,,職場で同僚に図の確認を頼む
NORMAL_196,none,strong,！,,駅前で友人に声をかける
NORMAL_197,none,mid,。,,台所で母に取り分けを話す
NORMAL_198,none,strong,。,,台所で家族に食卓の準備を頼む
NORMAL_199,none,strong,！,,庭で仲間に声をかける
NORMAL_200,none,weak,…,,自室で独り言を漏らす
