id,character_style,intensity,punctuation,near_pair_group,scene
SAD_054,scout,strong,。,P14,山道で仲間に撤退を告げる
SAD_055,none,mid,。,P13,食卓で弟の不在を語る
SAD_056,steward,strong,。,P06,家で家族に後悔を打ち明ける
SAD_057,none,weak,。,P14,山道で友人と断念を決める
SAD_058,teacher,strong,。,P12,家で友人に喪失を語る
SAD_059,none,strong,。,P15,庭で家族に枯れ木を惜しむ
SAD_060,youth,strong,。,P02,自室で壊れた模型を見る
SAD_061,cool,weak,。,,喫茶店で友人に落胆を話す
SAD_062,none,mid,。,P16,書斎で家族の手紙を惜しむ
SAD_063,maker,weak,。,,工房で古い工具を持つ
SAD_064,none,weak,。,,職場で友人に失敗を話す
SAD_065,senior,weak,。,,帰宅して家族に寂しさを語る
SAD_066,none,mid,。,,居間で家族に別れを話す
SAD_067,none,mid,。,,庭で祖母の思い出を話す
SAD_068,maker,weak,。,,作業場で独り言を漏らす
SAD_069,none,strong,。,,駅で恋人に別れを惜しむ
SAD_070,none,strong,！,,駅で去る友人に呼びかける
SAD_071,cool,weak,。,,帰り道で同僚に寂しさを話す
SAD_072,none,weak,。,,家で独り言を漏らす
SAD_073,mage,weak,。,,庭で弟子との別れを話す
SAD_074,none,mid,。,,公園で友人に落選を伝える
SAD_075,scout,weak,。,,宿で仲間の荷物を片付ける
SAD_076,senior,weak,。,,廊下で独り言を漏らす
SAD_077,none,strong,！,,廊下で兄に無念を話す
SAD_078,steward,weak,。,,居間で家族に寂しさを語る
SAD_079,none,weak,。,,台所で母を思い出す
SAD_080,teacher,weak,。,,庭で同僚に終わりを告げる
SAD_081,none,weak,。,,家で妹に落胆を打ち明ける
SAD_082,youth,mid,？,,帰り道で友人に尋ねる
SAD_083,none,mid,。,,職場で先輩の不在を惜しむ
SAD_084,none,mid,。,,教室で友人に孤独を話す
SAD_085,youth,weak,。,,公園で独り言を漏らす
SAD_086,none,strong,。,,部屋で友人に失恋を語る
SAD_087,cool,strong,！,,玄関で恋人を呼び止める
SAD_088,none,weak,。,,商店街で馴染みの店を惜しむ
SAD_089,mage,strong,！,,玄関で去る友人に呼びかける
SAD_090,none,mid,。,,教室で仲間に解散を話す
SAD_091,maker,strong,！,,玄関で去る友人を呼ぶ
SAD_092,none,strong,。,,家で母に無念を伝える
SAD_093,scout,weak,…,,食堂で独り言を漏らす
SAD_094,none,weak,。,,玄関で子の靴を片付ける
SAD_095,senior,strong,！,,駅で去る友人に呼びかける
SAD_096,none,mid,？,,喫茶店で友人に後悔を話す
SAD_097,steward,strong,！,,駅で離れる家族を呼ぶ
SAD_098,none,strong,。,,工房で仲間に失敗を詫びる
SAD_099,teacher,strong,！,,玄関で家族を呼び止める
SAD_100,none,weak,。,,居間で家族に寂しさを話す
SAD_101,none,weak,。,,台所で母の不在を感じる
SAD_102,scout,strong,！,,街道で去る仲間に叫ぶ
SAD_103,none,mid,。,,図書室で友人の不在を感じる
SAD_104,cool,mid,？,,家で妹に問いかける
SAD_105,none,strong,。,,病室で友人との約束を惜しむ
SAD_106,mage,mid,？,,家で弟子に心残りを話す
SAD_107,none,weak,。,,自室で昔の服を手に取る
SAD_108,maker,weak,…,,台所で割れた茶わんを見る
SAD_109,none,mid,。,,職場で同僚に失望を語る
SAD_110,senior,mid,？,,店で友人に別れの不安を話す
SAD_111,none,strong,。,,駅前で兄に別れを話す
SAD_112,steward,mid,？,,食卓で家族に不在を尋ねる
SAD_113,youth,weak,。,,台所で母に後悔を話す
SAD_114,none,strong,！,,玄関で恋人との別れを惜しむ
SAD_115,teacher,mid,。,,食卓で子に謝罪を伝える
SAD_116,none,mid,…,,部屋で家族に後悔を話す
SAD_117,none,weak,。,,書斎で友人に心残りを語る
SAD_118,cool,mid,。,,窓辺で友人に喪失を語る
SAD_119,none,mid,。,,職場で同僚に失望を話す
SAD_120,none,weak,。,,公園で家族に思い出を語る
SAD_121,mage,mid,。,,書斎で友人に後悔を語る
SAD_122,none,strong,！,,会場で仲間に敗退を話す
SAD_123,maker,mid,。,,食卓で娘に後悔を語る
SAD_124,none,weak,。,,帰り道で家族に電話する
SAD_125,senior,weak,…,,自室で写真を伏せる
SAD_126,scout,mid,。,,野外で壊れた笛を見つめる
SAD_127,none,mid,。,,居間で友人に寂しさを語る
SAD_128,steward,mid,。,,控室で仲間に解散を惜しむ
SAD_129,none,strong,。,,病室で家族に心残りを話す
SAD_130,youth,mid,。,,部室で仲間に悔しさを話す
SAD_131,none,weak,。,,庭で隣人に落胆を話す
SAD_132,teacher,strong,。,,教室で同僚に無念を語る
SAD_133,none,strong,！,,駅で友人に無念を伝える
SAD_134,none,mid,。,,食卓で友人に不採用を話す
SAD_135,maker,mid,？,,庭で友人に迷いを打ち明ける
SAD_136,none,strong,。,,教室で仲間に無念を語る
SAD_137,none,mid,。,,部屋で姉に失恋を話す
SAD_138,senior,mid,。,,公園で後輩に昔の失敗を語る
SAD_139,scout,mid,？,,宿で友人に不安を尋ねる
SAD_140,none,weak,。,,家で姉に後悔を話す
SAD_141,cool,weak,…,,職場で独り言を漏らす
SAD_142,none,strong,！,,家で父に後悔を伝える
SAD_143,mage,strong,。,,庭で仲間に喪失を打ち明ける
SAD_144,none,weak,。,,公園で友人に弱音を話す
SAD_145,steward,strong,。,,廊下で仲間に失敗を詫びる
SAD_146,none,mid,。,,職場で同僚の退職を惜しむ
SAD_147,youth,strong,。,,教室で友人の転校を知る
SAD_148,none,weak,。,,公園で友人に寂しさを話す
SAD_149,teacher,mid,？,,公園で友人に後悔を尋ねる
SAD_150,none,mid,。,,庭で友人に喪失を語る
SAD_151,none,strong,。,,部屋で恋人との別れを語る
SAD_152,cool,weak,。,,職場で同僚の異動を惜しむ
SAD_153,none,weak,。,,休憩室で同僚に寂しさを話す
SAD_154,mage,weak,。,,机で友人に失敗を話す
SAD_155,none,mid,。,,家で子に心残りを話す
SAD_156,steward,weak,…,,自室で返された贈り物を見る
SAD_157,none,strong,。,,教室で仲間に無念を話す
SAD_158,maker,strong,。,,工房で弟子に失敗を認める
SAD_159,none,weak,。,,自宅で友人に諦めを話す
SAD_160,scout,strong,。,,見張り台で仲間に無念を語る
SAD_161,none,strong,。,,倉庫で仲間に断念を伝える
SAD_162,senior,weak,。,,家で妹に落胆を打ち明ける
SAD_163,none,weak,。,,駅で友人の見送り後に電話
SAD_164,teacher,weak,。,,廊下で生徒に別れを告げる
SAD_165,youth,weak,…,,自室で古い写真を見る
SAD_166,none,mid,。,,部屋で家族に諦めを話す
SAD_167,none,mid,。,,店先で友人との約束を惜しむ
SAD_168,cool,strong,。,,駅前で友人に後悔を話す
SAD_169,none,strong,？,,駅で去る姉に問いかける
SAD_170,none,strong,。,,食卓で父に思いを伝える
SAD_171,maker,weak,。,,帰り道で友人の引退を惜しむ
SAD_172,none,weak,。,,公園で友人との思い出を語る
SAD_173,mage,weak,…,,窓辺で古い布を手にする
SAD_174,none,mid,。,,教室で先生に寂しさを話す
SAD_175,scout,weak,。,,市場で友人との約束を惜しむ
SAD_176,senior,strong,。,,教室で仲間に解散を惜しむ
SAD_177,steward,weak,。,,店で友人に心残りを話す
SAD_178,none,strong,？！,,玄関で去る家族に問いかける
SAD_179,youth,weak,。,,家で父に力なく話す
SAD_180,none,weak,。,,自室で手紙を整理する
SAD_181,none,mid,？,,家で兄に喪失を話す
SAD_182,teacher,mid,。,,家で家族に落胆を話す
SAD_183,none,mid,。,,旅先で友人に電話する
SAD_184,none,strong,。,,発表後に家族へ無念を語る
SAD_185,cool,mid,。,,部屋で家族に不採用を話す
SAD_186,none,weak,。,,台所で家族の好物を作る
SAD_187,mage,mid,。,,食卓で家族に別れを惜しむ
SAD_188,none,strong,…,,書斎で独り言を漏らす
SAD_189,none,mid,。,,店で友人と閉店を惜しむ
SAD_190,maker,mid,。,,家で息子の不在を語る
SAD_191,none,strong,。,,家で友人に後悔を告げる
SAD_192,scout,mid,。,,山小屋で友人の出発を惜しむ
SAD_193,none,weak,。,,川辺で家族に寂しさを話す
SAD_194,senior,mid,。,,廊下で後輩に約束を諦める
SAD_195,none,mid,。,,学校で後輩に別れを惜しむ
SAD_196,teacher,weak,…,,部屋で空の棚を見る
SAD_197,steward,mid,。,,家で弟に弱音を吐く
SAD_198,none,strong,。,,部屋で恋人の不在を語る
SAD_199,youth,mid,。,,校庭で友人に敗退を語る
SAD_200,none,weak,。,,駅前で友人に落胆を話す
