id,character_style,intensity,punctuation,near_pair_group,scene
FEAR_060,youth,strong,！,P02,山道で友人に手を求める
FEAR_061,cool,weak,。,,控室で同僚に緊張を話す
FEAR_062,none,strong,！,P16,庭で仲間に灯りの異変を伝える
FEAR_063,maker,weak,。,,倉庫で仲間に不安を打ち明ける
FEAR_064,none,weak,。,,控室で友人に緊張を話す
FEAR_065,senior,weak,。,,家で家族に嫌な予感を伝える
FEAR_066,none,mid,？,,帰り道で家族へ電話する
FEAR_067,none,mid,。,,廊下で家族に不審を伝える
FEAR_068,maker,weak,。,,工房で独り言を漏らす
FEAR_069,none,strong,。,,倉庫で仲間に異音を話す
FEAR_070,none,strong,！,,倉庫で仲間に助けを求める
FEAR_071,cool,weak,。,,駅で友人に違和感を伝える
FEAR_072,none,weak,。,,部屋で独り言を漏らす
FEAR_073,mage,weak,。,,庭で弟子に違和感を話す
FEAR_074,none,mid,。,,公園で友人に犬の様子を話す
FEAR_075,scout,weak,。,,食堂で仲間に不審を伝える
FEAR_076,senior,weak,。,,控室で後輩に緊張を話す
FEAR_077,none,strong,！,,地下通路で友人を呼ぶ
FEAR_078,steward,weak,。,,食堂で同僚に物音を話す
FEAR_079,none,weak,。,,家で母に物音を話す
FEAR_080,teacher,weak,。,,校庭で同僚に不安を伝える
FEAR_081,none,weak,。,,待合室で友人に不安を語る
FEAR_082,youth,mid,？,,教室で友人に発表の不安を話す
FEAR_083,none,mid,。,,家で妹に夜の音を話す
FEAR_084,none,mid,。,,駅で友人に不安を話す
FEAR_085,youth,weak,。,,教室で発表を待つ友人に
FEAR_086,none,strong,！,,森で仲間に道迷いを伝える
FEAR_087,cool,strong,！,,エレベーターで仲間に呼びかける
FEAR_088,none,weak,。,,職場で同僚に強がる
FEAR_089,mage,strong,！,,地下室で仲間に呼びかける
FEAR_090,none,mid,。,,自宅で友人に不審な荷物を話す
FEAR_091,maker,strong,！,,作業場で仲間に制止を叫ぶ
FEAR_092,none,strong,！,,橋で家族に恐怖を伝える
FEAR_093,scout,weak,…,,宿で不審な荷物を見る
FEAR_094,none,weak,。,,教室で友人に発表の不安を話す
FEAR_095,senior,strong,！,,暗い廊下で友人に呼びかける
FEAR_096,none,mid,。,,夜の庭で兄に異変を尋ねる
FEAR_097,steward,strong,！,,地下室で仲間に声をかける
FEAR_098,none,strong,？！,,家で家族に侵入の不安を話す
FEAR_099,teacher,strong,！,,倉庫で同僚に声をかける
FEAR_100,none,weak,。,,駅で友人に閉所の不安を話す
FEAR_101,none,weak,。,,家で妹に頼む
FEAR_102,scout,strong,！,,洞窟で仲間へ呼びかける
FEAR_103,none,mid,。,,職場で同僚に異常を伝える
FEAR_104,cool,mid,？,,駐車場で友人に音を確かめる
FEAR_105,none,strong,。,,宿で仲間に不審な声を話す
FEAR_106,mage,mid,？,,家で弟子に確認を求める
FEAR_107,none,weak,。,,家で子の帰宅を待つ家族に
FEAR_108,maker,weak,…,,自室で夜の物音を聞く
FEAR_109,none,mid,。,,山道で友人に雷の不安を伝える
FEAR_110,senior,mid,？,,自宅で友人に鍵の不安を話す
FEAR_111,none,strong,！,,廊下で仲間に追う音を伝える
FEAR_112,steward,mid,？,,控室で同僚に失敗の不安を話す
FEAR_113,youth,weak,。,,台所で母に火の消し忘れを話す
FEAR_114,none,strong,！,,台所で異音に反応する
FEAR_115,teacher,mid,。,,部屋で友人に失敗の不安を話す
FEAR_116,none,mid,？,,庭で家族に異変を尋ねる
FEAR_117,none,weak,。,,職場で同僚に緊張を話す
FEAR_118,cool,mid,。,,職場で同僚に失敗の不安を話す
FEAR_119,none,mid,。,,自室で家族に不審を伝える
FEAR_120,none,weak,。,,控室で友人に緊張を話す
FEAR_121,mage,mid,。,,書斎で友人に嫌な予感を語る
FEAR_122,none,strong,！,,山道で友人に呼びかける
FEAR_123,maker,mid,。,,帰り道で友人に不審を伝える
FEAR_124,none,weak,。,,家で姉に嫌な予感を話す
FEAR_125,senior,weak,…,,帰り道で窓の影を見る
FEAR_126,scout,mid,。,,野外で友人に強がる
FEAR_127,none,mid,。,,待合室で友人に不安を語る
FEAR_128,steward,mid,。,,家で家族に嫌な予感を話す
FEAR_129,none,strong,！,,車内で家族に音を知らせる
FEAR_130,youth,mid,。,,公園で友人に犬の様子を話す
FEAR_131,none,weak,。,,教室で友人に強がる
FEAR_132,teacher,strong,。,,家で家族に不審を打ち明ける
FEAR_133,none,strong,！,,倉庫で友人を制止する
FEAR_134,none,mid,。,,自宅で姉に嫌な予感を話す
FEAR_135,maker,mid,？,,工房で弟子に音を確かめる
FEAR_136,none,strong,！,,倉庫で仲間に扉の異変を伝える
FEAR_137,none,mid,。,,夜の庭で兄に尋ねる
FEAR_138,senior,mid,。,,教室で後輩に発表の不安を話す
FEAR_139,scout,mid,？,,山小屋で仲間に確認する
FEAR_140,none,weak,。,,夜道で友人に同伴を頼む
FEAR_141,cool,weak,…,,自宅で着信を見つめる
FEAR_142,none,strong,！,,部屋で家族に不審を話す
FEAR_143,mage,strong,。,,遺跡で仲間に不安を伝える
FEAR_144,none,weak,。,,職場で同僚に不安を話す
FEAR_145,steward,strong,。,,玄関で不審な客への不安を話す
FEAR_146,none,mid,？,,宿で友人に同室を頼む
FEAR_147,youth,strong,。,,地下通路で兄に異変を伝える
FEAR_148,none,weak,…,,寝室で物音を聞く
FEAR_149,teacher,mid,？,,学校で同僚に確かめを頼む
FEAR_150,none,mid,。,,家で兄に不審な音を話す
FEAR_151,none,strong,？！,,遺跡で仲間に影の異常を話す
FEAR_152,cool,weak,。,,控室で友人に強がる
FEAR_153,none,weak,。,,職場で同僚に結果への不安を話す
FEAR_154,mage,weak,。,,部屋で友人に強がる
FEAR_155,none,mid,。,,庭で家族に生き物の気配を話す
FEAR_156,steward,weak,…,,廊下で足音を聞き取る
FEAR_157,none,strong,？！,,山道で仲間に異変を話す
FEAR_158,maker,strong,。,,地下室で仲間に異変を告げる
FEAR_159,none,weak,。,,自宅で妹に不安を話す
FEAR_160,scout,strong,。,,森で仲間に異変を伝える
FEAR_161,none,strong,！,,車内で友人に道路の不安を伝える
FEAR_162,senior,weak,。,,家で妹に強がる
FEAR_163,none,weak,。,,家で妹に夜の不安を話す
FEAR_164,teacher,weak,。,,公園で友人に強がる
FEAR_165,youth,weak,…,,寝室で物音に耳を澄ます
FEAR_166,none,mid,。,,駅で友人に不審な人物を話す
FEAR_167,none,mid,？,,店で友人に不審を伝える
FEAR_168,cool,strong,。,,廊下で知人に異変を伝える
FEAR_169,none,strong,！,,廊下で家族を呼び止める
FEAR_170,none,strong,！,,地下道で仲間に照明の異変を話す
FEAR_171,maker,weak,。,,家で息子に強がる
FEAR_172,none,weak,。,,控室で同僚に強がりを話す
FEAR_173,mage,weak,…,,窓辺で外の影を見る
FEAR_174,none,mid,。,,家で友人に知らない声を話す
FEAR_175,scout,weak,。,,宿で友人に留まるよう頼む
FEAR_176,senior,strong,。,,地下通路で仲間に異変を告げる
FEAR_177,steward,weak,。,,自宅で家族に頼む
FEAR_178,none,strong,！,,山小屋で仲間に異変を伝える
FEAR_179,youth,weak,。,,家で父の帰宅を待つ
FEAR_180,none,weak,。,,教室で友人に試験の不安を話す
FEAR_181,none,mid,？,,駅で友人に頼む
FEAR_182,teacher,mid,。,,駅で友人に人混みの不安を話す
FEAR_183,none,mid,。,,職場で同僚に異臭を伝える
FEAR_184,none,strong,？！,,部屋で家族に不審を伝える
FEAR_185,cool,mid,。,,家で同居人に不安を話す
FEAR_186,none,weak,。,,帰り道で兄に強がる
FEAR_187,mage,mid,。,,庭で弟子に異変を尋ねる
FEAR_188,none,strong,！,,山道で仲間に叫ぶ
FEAR_189,none,mid,。,,家で母に音への不安を伝える
FEAR_190,maker,mid,。,,作業場で仲間に不安を話す
FEAR_191,none,strong,！,,倉庫で友人に出口を尋ねる
FEAR_192,scout,mid,。,,街道で仲間に足音を話す
FEAR_193,none,weak,。,,待合室で友人に不安を語る
FEAR_194,senior,mid,。,,職場で同僚に通知への不安を話す
FEAR_195,none,mid,。,,夜の庭で姉に影を伝える
FEAR_196,teacher,weak,…,,廊下で夜の音を聞く
FEAR_197,steward,mid,。,,広間で同僚に強がる
FEAR_198,none,strong,！,,崖道で仲間に助けを求める
FEAR_199,youth,mid,。,,野外で友人に強がる
FEAR_200,none,weak,。,,自室で家族に灯りを頼む
