id,character_style,intensity,punctuation,near_pair_group,scene
EXPLAIN_040,none,strong,。,,工房で仲間に仮止めを説明
EXPLAIN_041,none,weak,。,,台所で友人に混ぜ方を説明
EXPLAIN_042,none,weak,。,,家で友人に収納を説明
EXPLAIN_043,none,mid,。,,教室で生徒に図の縮尺を説明
EXPLAIN_044,none,mid,。,,教室で生徒に図の見方を説明
EXPLAIN_045,none,weak,。,,机で後輩に表の見方を教える
EXPLAIN_046,none,strong,。,,家で子に荷造りを教える
EXPLAIN_047,none,strong,。,,工房で仲間に仮組みを説明
EXPLAIN_048,none,weak,。,,職場で同僚に欄の違いを説明
EXPLAIN_049,none,weak,。,,台所で子にざるを説明
EXPLAIN_050,none,mid,。,,庭で家族に鉢の配置を説明
EXPLAIN_051,none,mid,。,,机で友人にメモを教える
EXPLAIN_052,none,strong,。,,工作室で子に紙の切り方を教える
EXPLAIN_053,none,mid,。,,家で弟に片付け方を教える
EXPLAIN_054,none,weak,。,,店で客に袋の構造を説明
EXPLAIN_055,none,strong,。,,庭で家族に鉢の向きを教える
EXPLAIN_056,none,mid,。,,机で後輩に要点の伝え方を教える
EXPLAIN_057,none,weak,。,,店で客に布を比較する
EXPLAIN_058,none,strong,。,,家で弟に片付けを教える
EXPLAIN_059,none,mid,。,,家で弟にしおりを教える
EXPLAIN_060,none,strong,！,,工作室で子にのり付けを教える
EXPLAIN_061,none,weak,。,,台所で友人に水切りを説明
EXPLAIN_062,none,strong,。,,工作室で子にのりを説明
EXPLAIN_063,none,mid,。,,教室で生徒に比較の順序を教える
EXPLAIN_064,none,weak,。,,職場で同僚に表記を説明
EXPLAIN_065,none,strong,。,,職場で同僚に修正の記録を教える
EXPLAIN_066,none,mid,。,,台所で友人に切り方を教える
EXPLAIN_067,none,weak,。,,庭で子に植物の観察を教える
EXPLAIN_068,none,weak,。,,台所で友人に冷まし方を教える
EXPLAIN_069,none,mid,。,,家で友人に写真整理を説明
EXPLAIN_070,none,strong,。,,教室で生徒に手順を確認
EXPLAIN_071,none,strong,。,,工作室で子に貼り絵を教える
EXPLAIN_072,none,weak,。,,家で家族に収納を教える
EXPLAIN_073,none,weak,。,,店で客に布の比較を説明
EXPLAIN_074,none,mid,。,,机で友人に図を説明
EXPLAIN_075,none,mid,。,,机で友人にメモの取り方を教える
EXPLAIN_076,none,mid,。,,職場で同僚に記号を教える
EXPLAIN_077,none,strong,。,,工房で仲間に位置決めを教える
EXPLAIN_078,none,strong,。,,台所で家族に計量の姿勢を教える
EXPLAIN_079,none,weak,。,,庭で子に種の違いを説明
EXPLAIN_080,none,weak,。,,教室で生徒に文章の構成を説明
EXPLAIN_081,none,mid,。,,家で子に本のしまい方を教える
EXPLAIN_082,none,mid,。,,職場で後輩に確認を教える
EXPLAIN_083,none,strong,。,,職場で後輩に照合方法を教える
EXPLAIN_084,none,strong,。,,台所で家族に盛り付けを教える
EXPLAIN_085,none,weak,。,,机で子に定規を教える
EXPLAIN_086,none,weak,。,,庭で家族に道具の保管を説明
EXPLAIN_087,none,weak,。,,教室で子に影を説明
EXPLAIN_088,none,mid,。,,工房で友人に印の位置を説明
EXPLAIN_089,none,mid,。,,家で友人に撮影を教える
EXPLAIN_090,none,strong,。,,台所で子にクッキーを教える
EXPLAIN_091,none,strong,。,,工作室で子に輪の作り方を教える
EXPLAIN_092,none,weak,。,,教室で生徒に例の使い方を説明
EXPLAIN_093,none,mid,。,,店で客に袋の使い方を教える
EXPLAIN_094,none,mid,。,,店で客に容器を比較する
EXPLAIN_095,none,weak,。,,店で客にサイズを説明
EXPLAIN_096,none,strong,。,,家で弟に紙の束ね方を教える
EXPLAIN_097,none,mid,。,,机で後輩に修正を説明
EXPLAIN_098,none,weak,。,,職場で同僚に表の空欄を説明
EXPLAIN_099,none,strong,。,,庭で家族に支柱を教える
EXPLAIN_100,none,strong,！,,台所で家族に混ぜ方を教える
EXPLAIN_101,none,mid,。,,机で友人に地図を説明
EXPLAIN_102,none,weak,。,,台所で友人に道具を説明
EXPLAIN_103,none,strong,。,,工作室で子に紙の輪を教える
EXPLAIN_104,none,mid,。,,教室で生徒に比較を教える
EXPLAIN_105,none,weak,。,,台所で友人に道具を比較する
EXPLAIN_106,none,strong,。,,家で弟に荷物の詰め方を教える
EXPLAIN_107,none,mid,。,,家で家族に洗濯物の干し方を教える
EXPLAIN_108,none,weak,。,,教室で生徒に順番を教える
EXPLAIN_109,none,strong,。,,教室で生徒に説明の確認を促す
EXPLAIN_110,none,weak,。,,職場で同僚に記号を説明
EXPLAIN_111,none,weak,。,,庭で子に種の観察を説明
EXPLAIN_112,none,mid,。,,工作室で友人に色を説明
EXPLAIN_113,none,mid,。,,職場で後輩に写真添付を説明
EXPLAIN_114,none,strong,。,,机で子に数え方を教える
EXPLAIN_115,none,strong,。,,工房で仲間に測定の確認を教える
EXPLAIN_116,none,mid,。,,工房で友人に向きを示す
EXPLAIN_117,none,weak,。,,家で友人に洗濯物を説明
EXPLAIN_118,none,weak,。,,店で客に箱の開け方を説明
EXPLAIN_119,none,mid,。,,店で客に開け方を教える
EXPLAIN_120,none,mid,。,,家で友人に写真の明るさを説明
EXPLAIN_121,none,strong,。,,台所で家族に取り分けを教える
EXPLAIN_122,none,strong,。,,職場で後輩に報告を教える
EXPLAIN_123,none,weak,。,,教室で生徒に記号を説明
EXPLAIN_124,none,weak,。,,庭で子に葉の観察を教える
EXPLAIN_125,none,weak,。,,家で子に整理を教える
EXPLAIN_126,none,mid,。,,家で弟におもちゃ整理を教える
EXPLAIN_127,none,mid,。,,台所で友人に混ぜ方を教える
EXPLAIN_128,none,strong,。,,職場で同僚に書き出しを助言
EXPLAIN_129,none,strong,。,,教室で生徒に説明順を教える
EXPLAIN_130,none,weak,。,,庭で家族に鉢の置き方を説明
EXPLAIN_131,none,weak,。,,家で弟に片付けを教える
EXPLAIN_132,none,mid,。,,工作室で子に色を重ねる順を教える
EXPLAIN_133,none,mid,。,,机で友人に比較を示す
EXPLAIN_134,none,strong,。,,机で友人に封筒整理を教える
EXPLAIN_135,none,mid,。,,工房で仲間に型紙を説明
EXPLAIN_136,none,weak,。,,店で客に持ち手を比較する
EXPLAIN_137,none,strong,。,,店で客に袋の持ち方を教える
EXPLAIN_138,none,mid,。,,台所で友人に味見の順を説明
EXPLAIN_139,none,weak,。,,机で子に地図を教える
EXPLAIN_140,none,strong,！,,庭で家族に手順を教える
EXPLAIN_141,none,strong,。,,教室で生徒に読む位置を教える
EXPLAIN_142,none,mid,。,,職場で同僚に並べ方を説明
EXPLAIN_143,none,weak,。,,家で子に時計の針を説明
EXPLAIN_144,none,strong,。,,台所で家族に皮むきを教える
EXPLAIN_145,none,mid,。,,職場で同僚に一覧の並びを説明
EXPLAIN_146,none,weak,。,,家で友人に紙の違いを説明
EXPLAIN_147,none,strong,。,,工房で友人に紙型を教える
EXPLAIN_148,none,weak,。,,教室で生徒に計算を教える
EXPLAIN_149,none,weak,。,,庭で子に日陰を説明
EXPLAIN_150,none,mid,。,,教室で生徒に言い換えを教える
EXPLAIN_151,none,mid,。,,家で家族に引き出し整理を説明
EXPLAIN_152,none,strong,。,,庭で家族に道具整理を教える
EXPLAIN_153,none,strong,。,,台所で友人に粉の混ぜ方を教える
EXPLAIN_154,none,weak,？,,工房で友人に確認を促す
EXPLAIN_155,none,weak,。,,教室で生徒に図の凡例を説明
EXPLAIN_156,none,mid,。,,家で弟に時計を教える
EXPLAIN_157,none,mid,？,,家で子に順番を尋ねる
EXPLAIN_158,none,mid,。,,職場で後輩に聞き取りを教える
EXPLAIN_159,none,strong,。,,職場で同僚に手順を教える
EXPLAIN_160,none,strong,。,,工作室で子に飾りの位置を教える
EXPLAIN_161,none,weak,。,,店で客に素材を説明
EXPLAIN_162,none,weak,。,,台所で友人に盛り付けを説明
EXPLAIN_163,none,mid,。,,家で友人に本棚を説明
EXPLAIN_164,none,mid,。,,教室で子に数の組を教える
EXPLAIN_165,none,weak,。,,台所で友人に道具を示す
EXPLAIN_166,none,strong,。,,職場で同僚に確認順を教える
EXPLAIN_167,none,strong,。,,工作室で友人に貼る順を教える
EXPLAIN_168,none,weak,。,,台所で子にフォークを説明
EXPLAIN_169,none,weak,。,,家で家族にカーテンを説明
EXPLAIN_170,none,mid,。,,教室で生徒に言葉の意味を説明
EXPLAIN_171,none,mid,。,,机で後輩に記録を教える
EXPLAIN_172,none,strong,。,,家で弟にひもの整理を教える
EXPLAIN_173,none,mid,。,,職場で同僚に整理を教える
EXPLAIN_174,none,weak,。,,工房で友人に下敷きを説明
EXPLAIN_175,none,strong,。,,工房で仲間に合わせ方を教える
EXPLAIN_176,none,mid,。,,庭で家族に土の確認を教える
EXPLAIN_177,none,weak,。,,店で客に容器を説明
EXPLAIN_178,none,strong,。,,職場で後輩にファイル名を教える
EXPLAIN_179,none,mid,？,,庭で子に観察を促す
EXPLAIN_180,none,strong,！,,工作室で子に仕上げを教える
EXPLAIN_181,none,weak,。,,店で客に包装を比較する
EXPLAIN_182,none,strong,。,,職場で同僚に説明を頼む
EXPLAIN_183,none,mid,。,,教室で生徒にディスプレイの図を説明
EXPLAIN_184,none,weak,。,,家で弟に本の整理を教える
EXPLAIN_185,none,strong,。,,台所で家族にティーバッグを教える
EXPLAIN_186,none,mid,。,,台所で友人に菓子を説明
EXPLAIN_187,none,weak,。,,家で子に図形を説明
EXPLAIN_188,none,weak,。,,机で友人に書式を教える
EXPLAIN_189,none,mid,。,,職場で同僚に説明資料を教える
EXPLAIN_190,none,strong,。,,教室で生徒に読む順を教える
EXPLAIN_191,none,strong,。,,工房で仲間に仕上げを教える
EXPLAIN_192,none,weak,。,,机で友人にしるしを教える
EXPLAIN_193,none,weak,。,,家で友人に写真の比較を教える
EXPLAIN_194,none,mid,。,,家で子に袋を説明
EXPLAIN_195,none,mid,。,,台所で子に盛り付けを教える
EXPLAIN_196,none,mid,。,,家で家族に畳み方を教える
EXPLAIN_197,none,strong,。,,工房で仲間に下準備を教える
EXPLAIN_198,none,strong,。,,教室で生徒に説明を確認
EXPLAIN_199,none,weak,？,,台所で家族に量を確認
EXPLAIN_200,none,weak,。,,職場で同僚に案内文を説明
