id,character_style,intensity,punctuation,near_pair_group,scene
WHISPER_112,steward,mid,？,,会場で客へ小声で確認
WHISPER_113,youth,weak,。,,家で母に内緒の計画を話す
WHISPER_114,none,weak,。,,寝室で子に語りかける
WHISPER_115,teacher,mid,。,,病室で友人の話を聞く
WHISPER_116,none,strong,！,,舞台袖で仲間へ合図
WHISPER_117,none,mid,？,,職場で同僚にこっそり伝える
WHISPER_118,none,weak,。,,寝室で子へ語りかける
WHISPER_119,scout,mid,？,,野営地で仲間に確認
WHISPER_120,none,mid,。,,夜の玄関で家族に気遣う
WHISPER_121,cool,mid,。,,病室で家族に寄り添う
WHISPER_122,none,weak,。,,庭で友人と猫を見守る
WHISPER_123,mage,mid,。,,病室で友人に寄り添う
WHISPER_124,none,mid,。,,家で弟に内緒の相談
WHISPER_125,maker,weak,…,,縁側で友人に弱音を吐く
WHISPER_126,senior,mid,。,,病室で友人に寄り添う
WHISPER_127,none,strong,！,,廊下で友人に小声で制止
WHISPER_128,steward,mid,。,,居間で家族へ打ち明ける
WHISPER_129,none,weak,。,,図書館で知人に尋ねる
WHISPER_130,youth,mid,。,,病室で友人に付き添う
WHISPER_131,none,mid,。,,夜の居間で家族へ気遣う
WHISPER_132,teacher,strong,。,,夜の居間で家族に打ち明ける
WHISPER_133,none,weak,。,,寝室で子を見守る
WHISPER_134,none,strong,。,,会場で隣の人へこっそり知らせる
WHISPER_135,none,weak,。,,電車で友人に位置を示す
WHISPER_136,maker,mid,。,,食卓で家族に内緒を話す
WHISPER_137,none,mid,。,,教室で友人へ内緒話
WHISPER_138,scout,mid,。,,宿で友人に付き添う
WHISPER_139,teacher,mid,？,,会場で隣の人へ確認
WHISPER_140,none,weak,？,,公園で友人に打ち明ける
WHISPER_141,cool,weak,…,,夜の居間で友人に打ち明ける
WHISPER_142,none,strong,！,,庭で仲間に観察の合図
WHISPER_143,mage,strong,。,,廊下で弟子に配慮を伝える
WHISPER_144,none,weak,。,,寝室で子に語りかける
WHISPER_145,senior,strong,。,,夜の廊下で友人に伝える
WHISPER_146,none,mid,？,,病室で家族へ確認
WHISPER_147,steward,strong,。,,廊下で同僚に内密の伝言
WHISPER_148,none,mid,？,,庭で友人に鳥を示す
WHISPER_149,youth,strong,。,,夜の玄関で兄に気遣う
WHISPER_150,none,weak,…,,カフェで友人に打ち明ける
WHISPER_151,none,mid,。,,図書室で子に本を示す
WHISPER_152,cool,weak,。,,休憩室で同僚に内緒を話す
WHISPER_153,none,strong,。,,かくれんぼで弟に合図
WHISPER_154,mage,weak,。,,寝室で家族に気遣う
WHISPER_155,none,weak,。,,病室で友人に心遣いを伝える
WHISPER_156,senior,weak,…,,寝室で子を寝かしつける
WHISPER_157,none,mid,。,,職場で同僚へ小声で知らせる
WHISPER_158,maker,strong,。,,夜の玄関で息子に合図
WHISPER_159,none,strong,！,,舞台袖で仲間へ合図
WHISPER_160,scout,strong,。,,森で仲間に合図を伝える
WHISPER_161,none,mid,。,,夜の居間で家族に飲み物を勧める
WHISPER_162,steward,weak,。,,夜の食堂で友人に気遣う
WHISPER_163,none,strong,。,,舞台袖で仲間に小声で知らせる
WHISPER_164,teacher,weak,。,,図書館で生徒へ気遣う
WHISPER_165,youth,weak,…,,帰り道で友人に打ち明ける
WHISPER_166,none,weak,。,,帰り道で恋人に気持ちを話す
WHISPER_167,none,weak,？,,夜の玄関で家族へ頼む
WHISPER_168,none,mid,。,,家で姉に祝いの相談
WHISPER_169,maker,weak,。,,寝室で家族に気遣う
WHISPER_170,none,strong,。,,庭で子に観察の合図
WHISPER_171,scout,weak,。,,宿で友人に内緒を話す
WHISPER_172,none,weak,。,,寝室で家族に安心を伝える
WHISPER_173,mage,weak,…,,夜の居間で気持ちを漏らす
WHISPER_174,none,mid,。,,図書館で友人に相談
WHISPER_175,senior,weak,。,,休憩室で友人に内緒話
WHISPER_176,cool,strong,。,,家で家族に深夜の合図
WHISPER_177,none,mid,。,,公園で恋人へ気持ちを伝える
WHISPER_178,none,strong,。,,電車で友人に小声で知らせる
WHISPER_179,youth,weak,。,,電車で友人に場所を示す
WHISPER_180,steward,weak,…,,寝室で眠りかけた子に
WHISPER_181,none,weak,。,,病室で家族のそばに座る
WHISPER_182,teacher,mid,。,,帰り道で友人に親密に話す
WHISPER_183,none,mid,。,,夜の台所で弟へ内緒話
WHISPER_184,none,strong,。,,舞台袖で後輩に合図を伝える
WHISPER_185,cool,mid,。,,公園で恋人へ近くで話す
WHISPER_186,none,weak,。,,庭で友人と鳥を眺める
WHISPER_187,mage,mid,。,,庭で友人に親密に語る
WHISPER_188,none,strong,。,,夜の居間で恋人に話す
WHISPER_189,none,mid,。,,居間で恋人に打ち明ける
WHISPER_190,maker,mid,。,,工房で弟子に小声で励ます
WHISPER_191,none,strong,。,,かくれんぼで友人に小声で指示
WHISPER_192,scout,mid,。,,野外で仲間に親密に語る
WHISPER_193,none,weak,。,,寝室で子に語りかける
WHISPER_194,senior,mid,。,,公園で恋人に近くで話す
WHISPER_195,none,mid,。,,職場で同僚へこっそり相談
WHISPER_196,teacher,weak,…,,寝室で子に語りかける
WHISPER_197,steward,mid,。,,家で家族に思いを伝える
WHISPER_198,none,strong,。,,図書室で友人へ小声で注意
WHISPER_199,youth,mid,。,,自室で友人に贈り物を渡す
WHISPER_200,none,weak,…,,夜の居間で友人に打ち明ける
