id,character_style,intensity,punctuation,near_pair_group,scene
CONTEMPT_083,none,mid,。,,部屋で兄の言い訳を聞く
CONTEMPT_084,none,mid,。,,食堂で相手の無知な批評を聞く
CONTEMPT_085,youth,weak,。,,廊下で友人の自慢を聞く
CONTEMPT_086,none,strong,。,,会場で相手の嘘を見抜く
CONTEMPT_087,cool,strong,！,,会議室で同僚の責任逃れを見る
CONTEMPT_088,none,weak,。,,職場で同僚の中身のない報告を読む
CONTEMPT_089,mage,strong,！,,工房で相手の空自慢を笑う
CONTEMPT_090,none,mid,。,,店で知人の空威張りを見る
CONTEMPT_091,maker,strong,！,,工房で相手の空威張りを止める
CONTEMPT_092,none,strong,。,,教室で友人の手柄横取りを見抜く
CONTEMPT_093,scout,weak,…,,食堂で仲間の約束破りを知る
CONTEMPT_094,none,weak,。,,家で知人の善人ぶりを見る
CONTEMPT_095,senior,strong,！,,部室で仲間の空威張りを笑う
CONTEMPT_096,none,mid,。,,会議で相手の未確認発言を聞く
CONTEMPT_097,steward,strong,！,,受付で客の無理な自慢を聞く
CONTEMPT_098,none,strong,。,,職場で同僚の失敗隠しを見抜く
CONTEMPT_099,teacher,strong,！,,会議で口先だけの協力を聞く
CONTEMPT_100,none,weak,。,,公園で知人の自慢を聞く
CONTEMPT_101,none,weak,。,,店で知人の見栄を見る
CONTEMPT_102,scout,strong,！,,宿で仲間の言い逃れを笑う
CONTEMPT_103,none,mid,。,,家で相手の見せかけを眺める
CONTEMPT_104,cool,mid,？,,職場で同僚の未確認報告を疑う
CONTEMPT_105,none,strong,。,,職場で責任者の逆転した態度を見る
CONTEMPT_106,mage,mid,？,,書斎で相手の未読批評を問う
CONTEMPT_107,none,weak,。,,店で知人の値段自慢を聞く
CONTEMPT_108,maker,weak,…,,工房で粗い仕上げを確かめる
CONTEMPT_109,none,mid,。,,学校で友人の言い逃れを聞く
CONTEMPT_110,senior,mid,？,,店で知人の見栄を問う
CONTEMPT_111,none,strong,。,,会議で相手の空疎な案を見切る
CONTEMPT_112,steward,mid,？,,控室で同僚の手柄横取りを問う
CONTEMPT_113,youth,weak,。,,教室で友人の追従を見る
CONTEMPT_114,none,strong,！,,会議で同僚の言い逃れを見抜く
CONTEMPT_115,teacher,mid,。,,職場で同僚の責任逃れを見る
CONTEMPT_116,none,mid,？,,家で兄の弁解を聞く
CONTEMPT_117,none,weak,。,,店で友人の追従を見る
CONTEMPT_118,cool,mid,。,,家で知人の自慢を聞く
CONTEMPT_119,none,mid,。,,家で知人の自慢を聞く
CONTEMPT_120,none,weak,。,,家で知人の権威借用を聞く
CONTEMPT_121,mage,mid,。,,庭で知人の追従を見る
CONTEMPT_122,none,strong,！,,職場で相手の未熟な提案を聞く
CONTEMPT_123,maker,mid,。,,店先で知人の追従を見る
CONTEMPT_124,none,weak,。,,教室で友人の見せかけを見る
CONTEMPT_125,senior,weak,…,,廊下で友人の裏切りを知る
CONTEMPT_126,scout,mid,。,,野営地で仲間の臆病な威張りを見る
CONTEMPT_127,none,mid,。,,会場で相手の自己宣伝を聞く
CONTEMPT_128,steward,mid,。,,食堂で客の知ったかぶりを聞く
CONTEMPT_129,none,strong,？！,,店で知人の横柄さを見切る
CONTEMPT_130,youth,mid,。,,店で友人の知ったかぶりを聞く
CONTEMPT_131,none,weak,。,,職場で同僚の手抜きを見る
CONTEMPT_132,teacher,strong,。,,会議室で上司の二重基準を指摘
CONTEMPT_133,none,strong,！,,職場で手抜きを見抜く
CONTEMPT_134,none,mid,。,,工房で相手の見栄を見る
CONTEMPT_135,maker,mid,？,,作業場で同僚の未確認を問う
CONTEMPT_136,none,strong,。,,職場で同僚の押しつけを見切る
CONTEMPT_137,none,mid,。,,家で相手の知ったかぶりを聞く
CONTEMPT_138,senior,mid,。,,家で知人の知ったかぶりを聞く
CONTEMPT_139,scout,mid,？,,広場で相手の戦果自慢を疑う
CONTEMPT_140,none,weak,。,,教室で友人の批評を聞く
CONTEMPT_141,cool,weak,…,,廊下で相手の言い逃れを聞く
CONTEMPT_142,none,strong,！,,会議室で責任者の言い逃れを見る
CONTEMPT_143,mage,strong,。,,集会所で責任逃れを見る
CONTEMPT_144,none,weak,。,,廊下で友人の陰口を聞く
CONTEMPT_145,steward,strong,。,,受付で客の虚偽を見抜く
CONTEMPT_146,none,mid,。,,店で知人の見栄を冷笑する
CONTEMPT_147,youth,strong,。,,広場で仲間の弱者いじめを見る
CONTEMPT_148,none,weak,…,,廊下で追従を眺める
CONTEMPT_149,teacher,mid,？,,教室で不正をする生徒に
CONTEMPT_150,none,mid,。,,会場で知人の追従を眺める
CONTEMPT_151,none,strong,。,,店で相手の横柄さを見切る
CONTEMPT_152,cool,weak,。,,店で知人の流行追随を見る
CONTEMPT_153,none,weak,。,,職場で同僚のフォロー自慢を聞く
CONTEMPT_154,mage,weak,。,,机で相手の空疎な説明を読む
CONTEMPT_155,none,mid,。,,家で知人の言い訳を聞く
CONTEMPT_156,steward,weak,…,,廊下で同僚の無責任を知る
CONTEMPT_157,none,strong,？！,,職場で上司の二枚舌を聞く
CONTEMPT_158,maker,strong,。,,店で客の横柄さを見抜く
CONTEMPT_159,none,weak,。,,家で兄の自己正当化を聞く
CONTEMPT_160,scout,strong,。,,山小屋で仲間の責任逃れを見る
CONTEMPT_161,none,strong,。,,会議で相手のごまかしを見抜く
CONTEMPT_162,senior,weak,。,,学校で友人のへつらいを見る
CONTEMPT_163,none,weak,。,,教室で友人の虚勢を見る
CONTEMPT_164,teacher,weak,。,,休憩室で同僚の陰口を聞く
CONTEMPT_165,youth,weak,…,,帰り道で友人の責任逃れを見る
CONTEMPT_166,none,mid,。,,店で知人の知ったかぶりを見る
CONTEMPT_167,none,mid,。,,会場で相手の空疎な話を聞く
CONTEMPT_168,cool,strong,。,,会場で知人の見栄を見抜く
CONTEMPT_169,none,strong,！,,教室で仲間の不公平を見る
CONTEMPT_170,none,strong,。,,職場で上司の不公平を見る
CONTEMPT_171,maker,weak,。,,家で知人の自慢を聞く
CONTEMPT_172,none,weak,。,,自宅で知人の自慢を聞く
CONTEMPT_173,mage,weak,…,,居間で相手の言い訳を聞く
CONTEMPT_174,none,mid,。,,会場で相手の空宣伝を聞く
CONTEMPT_175,scout,weak,。,,市場で知人の見栄を見る
CONTEMPT_176,senior,strong,。,,部室で仲間の責任逃れを見る
CONTEMPT_177,steward,weak,。,,庭で知人の口先の善意を聞く
CONTEMPT_178,none,strong,。,,工房で同僚の責任逃れを見抜く
CONTEMPT_179,youth,weak,。,,家で兄の見栄を見抜く
CONTEMPT_180,none,weak,。,,学校で友人の見栄を見る
CONTEMPT_181,none,mid,。,,部室で相手の自慢を聞く
CONTEMPT_182,teacher,mid,。,,家で知人の大げさな自慢を聞く
CONTEMPT_183,none,mid,。,,職場で相手の議論を見切る
CONTEMPT_184,none,strong,。,,家で兄のごまかしを見る
CONTEMPT_185,cool,mid,。,,職場で同僚の長い弁解を聞く
CONTEMPT_186,none,weak,。,,店で知人の見栄を受け流す
CONTEMPT_187,mage,mid,。,,家で知人の見栄に応じる
CONTEMPT_188,none,strong,？！,,会場で虚勢を見切る
CONTEMPT_189,none,mid,。,,会議で同僚の追従を見る
CONTEMPT_190,maker,mid,。,,工房で同僚の手抜きを見る
CONTEMPT_191,none,strong,。,,公園で知人の空威張りを見切る
CONTEMPT_192,scout,mid,。,,宿で仲間の大げさな話を聞く
CONTEMPT_193,none,weak,。,,職場で同僚の報告を読む
CONTEMPT_194,senior,mid,。,,喫茶店で知人の陰口を聞く
CONTEMPT_195,none,mid,。,,教室で友人の軽い謝罪を聞く
CONTEMPT_196,teacher,weak,…,,廊下で相手の言い逃れを聞く
CONTEMPT_197,steward,mid,。,,家で友人の見栄を受け流す
CONTEMPT_198,none,strong,。,,会場で相手の不正を見抜く
CONTEMPT_199,youth,mid,。,,廊下で友人の裏切りを知る
CONTEMPT_200,none,weak,。,,家で知人の虚勢を眺める
