id,character_style,intensity,punctuation,near_pair_group,scene
SURPRISE_069,none,mid,。,,店で軽い鍋を持つ
SURPRISE_070,none,mid,。,,家で弟の整理に驚く
SURPRISE_071,cool,strong,！,,会議室で意外な発表を聞く
SURPRISE_072,none,strong,！,,川辺で友人の発見を聞く
SURPRISE_073,mage,strong,！,,工房で思わぬ結果を見る
SURPRISE_074,maker,weak,。,,庭で大きな実を見つける
SURPRISE_075,none,weak,。,,部屋で古い写真を見つける
SURPRISE_076,steward,strong,！,,広間で仲間の準備に驚く
SURPRISE_077,none,mid,。,,教室で友人の記憶力を知る
SURPRISE_078,teacher,strong,！,,公園で友人の技を見る
SURPRISE_079,none,strong,！,,玄関で家族の帰宅を迎える
SURPRISE_080,youth,weak,。,,庭で朝の霜を見つける
SURPRISE_081,none,weak,。,,公園で花を見つける
SURPRISE_082,scout,weak,。,,野営地で仲間の準備を知る
SURPRISE_083,none,strong,！,,自宅で家族の芸を見る
SURPRISE_084,none,weak,。,,庭で夜の花を見つける
SURPRISE_085,cool,weak,。,,工房で軽い箱を持つ
SURPRISE_086,none,mid,。,,教室で友人の筆跡を見る
SURPRISE_087,mage,weak,。,,庭で友人の変化に気づく
SURPRISE_088,none,weak,。,,倉庫で昔の玩具を見つける
SURPRISE_089,scout,strong,！,,川辺で魚の跳躍を見る
SURPRISE_090,none,mid,。,,店で道具の用途を知る
SURPRISE_091,maker,strong,！,,作業場で仕組みに気づく
SURPRISE_092,none,strong,！,,部屋で友人の近況を聞く
SURPRISE_093,youth,strong,！,,公園で犬の芸を見る
SURPRISE_094,none,weak,。,,駅で早い到着に気づく
SURPRISE_095,senior,mid,？,,店で友人の選択に驚く
SURPRISE_096,none,mid,。,,職場で同僚の経験を聞く
SURPRISE_097,steward,weak,…,,書斎で昔の写真を見つける
SURPRISE_098,none,strong,！,,庭で大きな野菜を抜く
SURPRISE_099,teacher,weak,。,,食卓で子の料理を味わう
SURPRISE_100,none,mid,。,,食堂で辛さに気づく
SURPRISE_101,none,strong,？！,,家で家族の贈り物を開く
SURPRISE_102,senior,weak,。,,部室で後輩の歌を聞く
SURPRISE_103,none,weak,。,,職場で早い完了を知る
SURPRISE_104,cool,weak,…,,庭で花の変化に気づく
SURPRISE_105,none,weak,。,,台所で食材を確かめる
SURPRISE_106,youth,mid,。,,店で友人の声を聞く
SURPRISE_107,none,mid,。,,公園で友人の発見を聞く
SURPRISE_108,mage,mid,？,,市場で友人の品を見つける
SURPRISE_109,none,strong,！,,教室で先生の登場に驚く
SURPRISE_110,maker,mid,？,,工房で客の品を受け取る
SURPRISE_111,none,weak,。,,書斎で古い本を開く
SURPRISE_112,scout,weak,…,,荷物から昔の品を見つける
SURPRISE_113,steward,mid,？,,食堂で家族の技を見守る
SURPRISE_114,none,mid,。,,店で友人の知識を知る
SURPRISE_115,teacher,mid,？,,図書室で生徒の作品を知る
SURPRISE_116,none,strong,！,,庭で家族の作業に驚く
SURPRISE_117,none,weak,。,,台所で友人の工夫を見る
SURPRISE_118,cool,mid,？,,店で友人の買い物に驚く
SURPRISE_119,none,weak,…,,書斎で昔の記録を発見
SURPRISE_120,none,mid,。,,職場で同僚の予定を聞く
SURPRISE_121,scout,mid,？,,野原で仲間の技に驚く
SURPRISE_122,none,strong,！,,公園で偶然の再会を喜ぶ
SURPRISE_123,youth,mid,？,,廊下で友人の変化に気づく
SURPRISE_124,none,weak,。,,自室で録音を聞き直す
SURPRISE_125,mage,weak,。,,居間で友人の特技を知る
SURPRISE_126,steward,weak,。,,台所で友人の料理を味わう
SURPRISE_127,none,mid,？,,部屋で友人の作品を確かめる
SURPRISE_128,maker,weak,。,,庭で友人の知識に驚く
SURPRISE_129,none,mid,。,,食堂で料理の材料を聞く
SURPRISE_130,senior,weak,。,,台所で母の遊び心を知る
SURPRISE_131,none,strong,？！,,工房で友人の技を見る
SURPRISE_132,teacher,weak,。,,庭で植物の変化に気づく
SURPRISE_133,none,weak,。,,駅で知人の職業を知る
SURPRISE_134,none,strong,？！,,家で家族の登場に驚く
SURPRISE_135,cool,mid,。,,駅で友人の近況を聞く
SURPRISE_136,none,strong,？！,,家で友人の近況を聞く
SURPRISE_137,mage,mid,。,,書斎で家族の記録を見つける
SURPRISE_138,none,mid,。,,川辺で水の透明さを見る
SURPRISE_139,maker,mid,。,,家で息子の料理を味わう
SURPRISE_140,none,weak,。,,書店で知人の作品を見つける
SURPRISE_141,scout,mid,。,,宿で知人と再会する
SURPRISE_142,none,strong,！,,部屋で猫の居場所に気づく
SURPRISE_143,senior,weak,…,,居間で古い手紙を読む
SURPRISE_144,none,mid,。,,家で弟の文章を読む
SURPRISE_145,steward,weak,。,,居間で家族から昔話を聞く
SURPRISE_146,none,strong,？！,,店で大きなパフェを見る
SURPRISE_147,youth,weak,。,,家で弟の成長に気づく
SURPRISE_148,none,weak,。,,庭で芽の場所を見つける
SURPRISE_149,teacher,weak,…,,居間で手紙を読み返す
SURPRISE_150,none,mid,。,,学校で先生の特技を見る
SURPRISE_151,none,mid,。,,部屋で友人の工作を見る
SURPRISE_152,senior,mid,。,,帰り道で友人の近況を聞く
SURPRISE_153,none,weak,。,,店で品物の仕組みを知る
SURPRISE_154,steward,mid,。,,受付で意外な客の正体を知る
SURPRISE_155,none,strong,？！,,玄関で友人の来訪に驚く
SURPRISE_156,teacher,mid,。,,廊下で教え子と再会する
SURPRISE_157,none,mid,。,,台所で食材の変化を見る
SURPRISE_158,mage,weak,…,,食卓で空の鍋を見る
SURPRISE_159,none,strong,！,,職場で計算結果に驚く
SURPRISE_160,cool,weak,。,,職場で同僚の習慣を知る
SURPRISE_161,none,weak,。,,家で母の昔話を聞く
SURPRISE_162,scout,weak,。,,食堂で仲間の料理を味わう
SURPRISE_163,maker,strong,。,,店先で知人の転職を知る
SURPRISE_164,none,weak,。,,職場で同僚の経験を聞く
SURPRISE_165,youth,strong,。,,教室で先生の演奏を聞く
SURPRISE_166,none,weak,。,,店で仕組みに気づく
SURPRISE_167,none,mid,。,,喫茶店で友人の写真を見る
SURPRISE_168,cool,mid,。,,廊下で隠し扉に気づく
SURPRISE_169,none,strong,？！,,教室で友人の才能を知る
SURPRISE_170,none,strong,！,,公園で子の成長を見る
SURPRISE_171,mage,strong,。,,庭で弟子の技を見る
SURPRISE_172,none,mid,。,,部屋で鏡の仕組みを見る
SURPRISE_173,maker,weak,…,,倉庫で昔の道具を見つける
SURPRISE_174,none,weak,。,,倉庫で思い出の品を見つける
SURPRISE_175,scout,mid,。,,街道で友人の移動距離を知る
SURPRISE_176,senior,strong,。,,廊下で後輩の準備を知る
SURPRISE_177,none,weak,。,,食卓で家族の好物を知る
SURPRISE_178,steward,strong,。,,玄関で予想外の帰宅を迎える
SURPRISE_179,none,strong,！,,倉庫で大きな音に驚く
SURPRISE_180,teacher,strong,。,,教室で共同作業の成果を見る
SURPRISE_181,none,mid,？,,公園で大きな鳥を見る
SURPRISE_182,youth,mid,。,,帰り道で新しい店を見つける
SURPRISE_183,none,mid,。,,店で商品の作りを知る
SURPRISE_184,none,strong,！,,家で父の準備を見つける
SURPRISE_185,mage,mid,。,,台所で仕組みを理解する
SURPRISE_186,none,weak,。,,公園で鳥の声に気づく
SURPRISE_187,none,mid,。,,旅先で意外な景色を見る
SURPRISE_188,youth,weak,…,,机で兄の手紙を見つける
SURPRISE_189,cool,strong,。,,家で家族の修理を知る
SURPRISE_190,none,weak,。,,自宅で独り言を漏らす
SURPRISE_191,scout,strong,。,,山小屋で仕組みに気づく
SURPRISE_192,maker,mid,。,,工房で弟子の成果を見る
SURPRISE_193,none,mid,。,,工房で弟子の成長を知る
SURPRISE_194,senior,mid,。,,部屋で友人の発見を聞く
SURPRISE_195,none,strong,！,,駅で意外な知らせを聞く
SURPRISE_196,none,strong,！,,倉庫で物音に驚く
SURPRISE_197,steward,mid,。,,店で友人の仕事を知る
SURPRISE_198,none,weak,。,,台所で家族の工夫を見る
SURPRISE_199,teacher,mid,。,,家で家族の習慣を知る
SURPRISE_200,none,mid,。,,部屋で友人の趣味を知る
