id,character_style,intensity,punctuation,near_pair_group,scene
CONFUSE_099,teacher,strong,！,,廊下で同僚を呼び止める
CONFUSE_100,none,weak,。,,家で家族に予定を尋ねる
CONFUSE_101,none,weak,。,,台所で手順を見直す
CONFUSE_102,scout,strong,！,,宿で友人に説明を求める
CONFUSE_103,none,mid,。,,公園で友人に道を相談
CONFUSE_104,cool,mid,？,,職場で同僚に言葉の意味を問う
CONFUSE_105,none,strong,？！,,教室で友人に役割を問う
CONFUSE_106,mage,mid,？,,机で弟子に記号を尋ねる
CONFUSE_107,none,weak,。,,店で友人に注文を確かめる
CONFUSE_108,maker,weak,…,,工房で独り言を漏らす
CONFUSE_109,none,mid,。,,職場で同僚に版を確認
CONFUSE_110,senior,mid,？,,家で弟に頼みを確認
CONFUSE_111,none,strong,？！,,会場で係員に席を尋ねる
CONFUSE_112,steward,mid,？,,受付で客の意図を確かめる
CONFUSE_113,youth,weak,。,,公園で弟に道を尋ねる
CONFUSE_114,none,strong,！,,職場で同僚に指示を尋ねる
CONFUSE_115,teacher,mid,。,,庭で家族に位置を尋ねる
CONFUSE_116,none,mid,？,,駅で友人に場所を尋ねる
CONFUSE_117,none,weak,。,,家で母に数量を聞く
CONFUSE_118,cool,mid,。,,駅で友人に道を相談
CONFUSE_119,none,mid,？,,店で友人に支払いを相談
CONFUSE_120,none,weak,。,,家で弟に頼みを聞き直す
CONFUSE_121,mage,mid,。,,庭で仲間の依頼を確かめる
CONFUSE_122,none,strong,！,,教室で友人の話を聞く
CONFUSE_123,maker,mid,。,,家で家族に手順を聞く
CONFUSE_124,none,weak,。,,公園で家族に集合位置を聞く
CONFUSE_125,senior,weak,…,,教室でメモを読み返す
CONFUSE_126,scout,mid,。,,野営地で仲間の道具を確かめる
CONFUSE_127,none,mid,。,,職場で同僚にファイルを確認
CONFUSE_128,steward,mid,。,,庭で客の希望を聞き直す
CONFUSE_129,none,strong,？！,,部屋で友人の操作を見る
CONFUSE_130,youth,mid,。,,台所で母に手順を聞く
CONFUSE_131,none,weak,？,,台所で姉に料理を聞く
CONFUSE_132,teacher,strong,。,,職員室で責任者に矛盾を尋ねる
CONFUSE_133,none,strong,！,,家で兄の説明を聞く
CONFUSE_134,none,mid,。,,学校で同僚に順序を確かめる
CONFUSE_135,maker,mid,？,,作業台で弟子に確認する
CONFUSE_136,none,strong,！,,部屋で友人の説明を止める
CONFUSE_137,none,mid,。,,廊下で友人に伝言を確認
CONFUSE_138,senior,mid,。,,店で友人に割り勘を相談
CONFUSE_139,scout,mid,？,,食堂で仲間に分配を尋ねる
CONFUSE_140,none,weak,。,,台所で母に道具を尋ねる
CONFUSE_141,cool,weak,…,,画面を見て独り言を漏らす
CONFUSE_142,none,strong,！,,会議で同僚に決定を尋ねる
CONFUSE_143,mage,strong,。,,遺跡で仲間と地図を見る
CONFUSE_144,none,weak,。,,自宅で独り言を漏らす
CONFUSE_145,steward,strong,。,,家で家族の説明を受ける
CONFUSE_146,none,mid,。,,店で店員に表示を尋ねる
CONFUSE_147,youth,strong,。,,廊下で先生に担当を問う
CONFUSE_148,none,weak,…,,部屋でメモを見直す
CONFUSE_149,teacher,mid,？,,教室で生徒に意図を尋ねる
CONFUSE_150,none,mid,。,,職場で同僚に数え方を問う
CONFUSE_151,none,strong,！,,駅で友人に待ち合わせを問う
CONFUSE_152,cool,weak,。,,店で店員に表示を尋ねる
CONFUSE_153,none,weak,。,,教室で友人に記憶を確かめる
CONFUSE_154,mage,weak,。,,家で友人の頼みを聞く
CONFUSE_155,none,mid,。,,店で店員に品物を確認
CONFUSE_156,steward,weak,…,,書斎で手紙を見比べる
CONFUSE_157,none,strong,？！,,駅で家族に道を確かめる
CONFUSE_158,maker,strong,。,,店で客の説明を受ける
CONFUSE_159,none,weak,。,,教室で友人にノートを尋ねる
CONFUSE_160,scout,strong,。,,門前で案内人に矛盾を問う
CONFUSE_161,none,strong,？！,,家で兄に指示を尋ねる
CONFUSE_162,senior,weak,。,,台所で母に分量を聞く
CONFUSE_163,none,weak,。,,庭で父に剪定箇所を聞く
CONFUSE_164,teacher,weak,。,,家で家族に予定を聞く
CONFUSE_165,youth,weak,…,,自室で課題を見直す
CONFUSE_166,none,mid,。,,職場で同僚に記録を確認
CONFUSE_167,none,mid,？,,庭で父に指示を聞く
CONFUSE_168,cool,strong,。,,家で友人に約束を確認
CONFUSE_169,none,strong,！,,職場で同僚に条件を尋ねる
CONFUSE_170,none,strong,！,,教室で先生に課題を尋ねる
CONFUSE_171,maker,weak,。,,庭で家族に頼みを聞き直す
CONFUSE_172,none,weak,。,,自宅で友人に機械の表示を聞く
CONFUSE_173,mage,weak,…,,部屋で本を見比べる
CONFUSE_174,none,mid,。,,店で係員に順番を尋ねる
CONFUSE_175,scout,weak,。,,山小屋で仲間に位置を確認
CONFUSE_176,senior,strong,。,,駅で友人の連絡を読む
CONFUSE_177,steward,weak,。,,台所で同僚に手順を尋ねる
CONFUSE_178,none,strong,！,,会議で同僚の伝言に戸惑う
CONFUSE_179,youth,weak,。,,家で姉に記憶を確かめる
CONFUSE_180,none,weak,。,,部屋で妹に服を確かめる
CONFUSE_181,none,mid,？,,教室で友人に役割を尋ねる
CONFUSE_182,teacher,mid,。,,店で係員に表示を尋ねる
CONFUSE_183,none,mid,。,,職場で同僚に操作を聞く
CONFUSE_184,none,strong,？！,,学校で友人に持ち物を問う
CONFUSE_185,cool,mid,。,,机で同僚に手順を聞く
CONFUSE_186,none,weak,。,,喫茶店で友人に会計を尋ねる
CONFUSE_187,mage,mid,。,,書斎で弟子に順序を確かめる
CONFUSE_188,none,strong,！,,店で友人に値札を示す
CONFUSE_189,none,mid,。,,家で弟にルールを確認
CONFUSE_190,maker,mid,。,,工房で同僚に数字を確かめる
CONFUSE_191,none,strong,！,,駅で係員に案内を確かめる
CONFUSE_192,scout,mid,。,,市場で相手の説明を聞く
CONFUSE_193,none,weak,。,,職場で同僚に意図を尋ねる
CONFUSE_194,senior,mid,。,,部室で後輩に順序を尋ねる
CONFUSE_195,none,mid,。,,台所で家族に取り分けを尋ねる
CONFUSE_196,teacher,weak,…,,書斎でメモを見比べる
CONFUSE_197,steward,mid,。,,玄関で客の荷物を確認
CONFUSE_198,none,strong,！,,会場で仲間の指示を聞き直す
CONFUSE_199,youth,mid,。,,部屋で友人に持ち物を尋ねる
CONFUSE_200,none,weak,。,,自室で友人に考えを話す
