id,character_style,intensity,punctuation,near_pair_group,scene
FUN_168,cool,strong,。,,居間で友人と演技遊び
FUN_169,none,strong,！,,居間で家族とゲームをする
FUN_170,none,strong,！,,居間で弟の演技に応じる
FUN_171,maker,weak,。,,居間で友人の演技を笑う
FUN_172,none,weak,。,,喫茶店で友人と写真を見る
FUN_173,mage,weak,…,,庭で友人と仕掛けを考える
FUN_174,none,mid,。,,工作室で友人と人形を作る
FUN_175,scout,weak,。,,食堂で仲間の話を笑う
FUN_176,senior,strong,。,,公園で友人と演技遊び
FUN_177,steward,weak,。,,廊下で同僚の飾りに反応
FUN_178,none,strong,！,,公園で家族と遊ぶ
FUN_179,youth,weak,。,,帰り道で友人に冗談を言う
FUN_180,none,weak,。,,家で友人と即興歌を作る
FUN_181,none,mid,？,,公園で友人に問いかける
FUN_182,teacher,mid,。,,教室で生徒と遊びを始める
FUN_183,none,mid,。,,庭で子どもと石を飾る
FUN_184,none,strong,！,,部室で仲間と演技を練習
FUN_185,cool,mid,。,,職場で同僚に軽い冗談を言う
FUN_186,none,weak,。,,店で友人の帽子を試す
FUN_187,mage,mid,。,,庭で弟子と遊びを考える
FUN_188,none,strong,！,,居間で兄の演技を見る
FUN_189,none,mid,。,,家で姉と話遊びをする
FUN_190,maker,mid,。,,工房で弟子と道具の影を見る
FUN_191,none,strong,！,,広場で家族と踊りを作る
FUN_192,scout,mid,。,,野原で仲間を遊びに誘う
FUN_193,none,weak,。,,食卓で友人と冗談を言う
FUN_194,senior,mid,。,,台所で友人と盛り付け
FUN_195,none,mid,。,,公園で仲間と競争を考える
FUN_196,teacher,weak,…,,家で子どもと贈り物を隠す
FUN_197,steward,mid,。,,居間で子どもの店遊びに参加
FUN_198,none,strong,！,,居間で友人とパーティーを準備
FUN_199,youth,mid,。,,家で兄をゲームに誘う
FUN_200,none,weak,。,,旅先で友人に寄り道を誘う
