id,character_style,intensity,length_chars,punctuation,phoneme_tags,near_pair_group,reading_ease_score
CONTEMPT_102,artisan,strong,19,！,DAKUON,,5
CONTEMPT_103,none,mid,37,。,SOKUON;DAKUON,,4
CONTEMPT_104,none,strong,10,？,DAKUON,P04,5
CONTEMPT_105,none,mid,22,。,DAKUON,,5
CONTEMPT_106,none,mid,37,。,HATSUON;DAKUON,P06,4
CONTEMPT_107,none,mid,38,。,SOKUON;HATSUON;DAKUON,,4
CONTEMPT_108,none,strong,22,？,DAKUON,,5
CONTEMPT_109,none,mid,38,。,SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,P08,4
CONTEMPT_110,none,mid,21,。,DAKUON,,5
CONTEMPT_111,none,mid,36,。,DAKUON,,4
CONTEMPT_112,none,mid,10,。,DAKUON,,5
CONTEMPT_113,none,strong,18,？,,P18,5
CONTEMPT_114,none,mid,36,。,DAKUON,,4
CONTEMPT_115,cool,mid,37,。,HATSUON;DAKUON;HANDAKUON,P07,4
CONTEMPT_116,none,mid,21,。,DAKUON,,5
CONTEMPT_117,none,mid,37,…,SOKUON;DAKUON,,4
CONTEMPT_118,none,mid,23,。,SOKUON;CHOON;DAKUON;GAIRAION,,5
CONTEMPT_119,none,mid,36,。,CHOON;DAKUON,,4
CONTEMPT_120,knight,mid,22,。,CHOON;DAKUON,P14,5
CONTEMPT_121,none,mid,36,。,DAKUON,,4
CONTEMPT_122,none,mid,19,…,CHOON;DAKUON,P01,5
CONTEMPT_123,none,mid,39,。,HATSUON;DAKUON,,4
CONTEMPT_124,none,mid,10,…,SOKUON;HATSUON;HANDAKUON,,5
CONTEMPT_125,none,strong,19,！,CHOON;DAKUON,,5
CONTEMPT_126,merchant,mid,38,。,HATSUON;CHOON;DAKUON;GAIRAION,,4
CONTEMPT_127,none,mid,36,。,SOKUON;HATSUON;DAKUON,P17,4
CONTEMPT_128,none,strong,21,？,DAKUON,,5
CONTEMPT_129,none,mid,39,。,SOKUON;HATSUON;HANDAKUON,,4
CONTEMPT_130,mage,mid,21,。,HATSUON;CHOON;DAKUON,,5
CONTEMPT_131,none,weak,38,。,HATSUON;DAKUON,,4
CONTEMPT_132,none,mid,10,。,DAKUON,,5
CONTEMPT_133,none,strong,18,！,DAKUON,P16,5
CONTEMPT_134,none,mid,36,。,SOKUON;CHOON;DAKUON,,4
CONTEMPT_135,none,mid,37,。,HATSUON;DAKUON,P13,4
CONTEMPT_136,none,mid,22,。,HATSUON;CHOON;HANDAKUON;GAIRAION,P02,5
CONTEMPT_137,none,mid,36,。,SOKUON;DAKUON,,4
CONTEMPT_138,none,strong,21,？,SOKUON;DAKUON,,5
CONTEMPT_139,swordsman,mid,37,。,DAKUON,,4
CONTEMPT_140,none,strong,18,？,DAKUON,,5
CONTEMPT_141,none,mid,36,。,SOKUON;DAKUON,,4
CONTEMPT_142,none,mid,21,。,DAKUON,,5
CONTEMPT_143,none,mid,37,。,DAKUON,,4
CONTEMPT_144,none,strong,9,？,DAKUON,P03,5
CONTEMPT_145,artisan,strong,21,。,DAKUON,,5
CONTEMPT_146,none,strong,36,。,CHOON;DAKUON,,4
CONTEMPT_147,none,mid,37,。,SOKUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
CONTEMPT_148,none,strong,19,！,DAKUON;HANDAKUON,,5
CONTEMPT_149,none,mid,36,。,HATSUON;DAKUON,,4
CONTEMPT_150,maid,strong,22,？,DAKUON,,5
CONTEMPT_151,none,mid,36,。,CHOON;DAKUON,,4
CONTEMPT_152,none,mid,9,。,DAKUON,,5
CONTEMPT_153,none,strong,18,？,DAKUON,,5
CONTEMPT_154,artisan,mid,36,。,SOKUON;HATSUON;DAKUON,,4
CONTEMPT_155,none,weak,37,。,SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
CONTEMPT_156,none,mid,21,。,DAKUON,,5
CONTEMPT_157,none,mid,39,…,HATSUON;CHOON;DAKUON,,4
CONTEMPT_158,none,strong,19,！,SOKUON;HATSUON;DAKUON;HANDAKUON,P19,5
CONTEMPT_159,none,mid,36,。,HATSUON;DAKUON,,4
CONTEMPT_160,none,mid,21,。,DAKUON,,5
CONTEMPT_161,none,mid,38,。,HATSUON;DAKUON,,4
CONTEMPT_162,none,mid,22,。,SOKUON;HATSUON;DAKUON,,5
CONTEMPT_163,artisan,mid,40,。,SOKUON;DAKUON,,4
CONTEMPT_164,none,strong,9,！,DAKUON,,5
CONTEMPT_165,none,mid,21,。,DAKUON,,5
CONTEMPT_166,none,mid,36,。,HATSUON;DAKUON,P13,4
CONTEMPT_167,none,mid,37,。,HATSUON;DAKUON,,4
CONTEMPT_168,none,mid,21,。,DAKUON,,5
CONTEMPT_169,none,strong,38,。,SOKUON;DAKUON,,4
CONTEMPT_170,none,strong,18,！,DAKUON,,5
CONTEMPT_171,knight,mid,37,。,DAKUON,P14,4
CONTEMPT_172,none,strong,10,？,DAKUON,P04,5
CONTEMPT_173,none,mid,21,。,HATSUON;CHOON;DAKUON,,5
CONTEMPT_174,none,mid,36,。,SOKUON;DAKUON,,4
CONTEMPT_175,none,mid,36,。,HATSUON;DAKUON,,4
CONTEMPT_176,none,mid,21,。,DAKUON,,5
CONTEMPT_177,none,mid,36,。,HATSUON;DAKUON;HANDAKUON,,4
CONTEMPT_178,none,mid,18,…,DAKUON,,5
CONTEMPT_179,senpai,mid,38,。,DAKUON,,4
CONTEMPT_180,none,mid,22,。,CHOON;DAKUON;GAIRAION,,5
CONTEMPT_181,none,mid,36,。,HATSUON;DAKUON;HANDAKUON,P17,4
CONTEMPT_182,none,strong,19,！,DAKUON,,5
CONTEMPT_183,none,mid,37,。,YOUON;DAKUON,,4
CONTEMPT_184,none,strong,10,！,CHOON;DAKUON,,5
CONTEMPT_185,none,strong,21,？,DAKUON,,5
CONTEMPT_186,mage,mid,40,。,SOKUON;DAKUON,,4
CONTEMPT_187,none,mid,37,。,SOKUON;DAKUON;HANDAKUON,,4
CONTEMPT_188,none,mid,21,。,DAKUON,,5
CONTEMPT_189,none,mid,37,。,CHOON;DAKUON,,4
CONTEMPT_190,none,mid,22,。,HATSUON;CHOON;DAKUON;GAIRAION,,5
CONTEMPT_191,none,strong,36,。,HATSUON;CHOON;DAKUON;HANDAKUON;GAIRAION,P02,4
CONTEMPT_192,none,strong,9,…,,P05,5
CONTEMPT_193,none,strong,20,。,DAKUON,,5
CONTEMPT_194,none,strong,36,。,DAKUON,,4
CONTEMPT_195,none,strong,39,…,YOUON;HATSUON;DAKUON,,4
CONTEMPT_196,none,strong,21,。,DAKUON,,5
CONTEMPT_197,none,strong,36,。,HATSUON;DAKUON,,4
CONTEMPT_198,none,strong,27,。,DAKUON,P12,5
CONTEMPT_199,artisan,strong,39,…,SOKUON;DAKUON,,4
CONTEMPT_200,none,strong,21,？,SOKUON;DAKUON,,5
