id,character_style,intensity,length_chars,punctuation,phoneme_tags,near_pair_group,reading_ease_score
WHISPER_042,none,weak,20,。,DAKUON,,5
WHISPER_043,none,mid,38,。,SOKUON;HATSUON;DAKUON;HANDAKUON,,4
WHISPER_044,knight,mid,20,。,DAKUON,,5
WHISPER_045,none,mid,39,。,SOKUON;HATSUON;DAKUON,,4
WHISPER_046,none,mid,9,。,DAKUON,,5
WHISPER_047,none,strong,20,！,YOUON;SOKUON;HATSUON;DAKUON,,5
WHISPER_048,none,weak,40,。,CHOON;DAKUON;GAIRAION,,4
WHISPER_049,none,mid,40,。,SOKUON;DAKUON,,4
WHISPER_050,none,weak,19,…,SOKUON;DAKUON,P15,5
WHISPER_051,none,weak,38,…,DAKUON,,4
WHISPER_052,none,strong,19,？,HATSUON;CHOON;DAKUON,P05,5
WHISPER_053,none,mid,11,。,SOKUON;DAKUON,,5
WHISPER_054,friend,mid,38,。,DAKUON,,4
WHISPER_055,friend,mid,20,。,SOKUON;CHOON,,5
WHISPER_056,none,weak,39,。,HATSUON;CHOON;DAKUON,,4
WHISPER_057,none,strong,18,！,DAKUON,,5
WHISPER_058,none,weak,39,。,SOKUON;DAKUON,,4
WHISPER_059,none,mid,21,。,DAKUON,,5
WHISPER_060,none,mid,36,。,DAKUON,P17,4
WHISPER_061,none,mid,10,？,CHOON,,5
WHISPER_062,none,strong,19,？,DAKUON,,5
WHISPER_063,swordsman,mid,39,。,HATSUON;DAKUON,,4
WHISPER_064,none,weak,21,。,HATSUON;DAKUON;HANDAKUON,,5
WHISPER_065,none,mid,39,。,DAKUON,,4
WHISPER_066,none,mid,37,。,HATSUON;DAKUON;HANDAKUON,,4
WHISPER_067,none,strong,20,？,,,5
WHISPER_068,adventurer,mid,39,。,DAKUON,,4
WHISPER_069,none,strong,18,！,SOKUON;DAKUON,,5
WHISPER_070,none,mid,40,。,SOKUON;CHOON;DAKUON,,4
WHISPER_071,none,mid,10,。,DAKUON,P10,5
WHISPER_072,none,weak,22,。,DAKUON,P06,5
WHISPER_073,none,mid,39,。,DAKUON,,4
WHISPER_074,none,mid,37,。,SOKUON;HATSUON;DAKUON,,4
WHISPER_075,none,mid,20,。,DAKUON,,5
WHISPER_076,none,weak,38,。,DAKUON,,4
WHISPER_077,friend,mid,21,。,CHOON;DAKUON,,5
WHISPER_078,none,weak,38,。,SOKUON;HATSUON;CHOON;DAKUON,,4
WHISPER_079,none,mid,20,。,CHOON;DAKUON,P09,5
WHISPER_080,none,strong,40,？,YOUON;SOKUON;DAKUON,,4
WHISPER_081,none,mid,10,。,DAKUON,,5
WHISPER_082,none,mid,19,？,CHOON,,5
WHISPER_083,none,mid,38,。,YOUON;CHOON;DAKUON,,4
WHISPER_084,none,mid,21,。,,,5
WHISPER_085,none,mid,38,。,YOUON;SOKUON;CHOON;DAKUON,,4
WHISPER_086,none,mid,10,…,DAKUON,,5
WHISPER_087,friend,mid,20,。,DAKUON,,5
WHISPER_088,none,weak,38,。,SOKUON;HATSUON;DAKUON,,4
WHISPER_089,none,weak,36,…,SOKUON;HATSUON;DAKUON,,4
WHISPER_090,artisan,mid,22,。,SOKUON,P08,5
WHISPER_091,none,mid,38,。,SOKUON,,4
WHISPER_092,none,strong,19,？,CHOON,P05,5
WHISPER_093,none,strong,11,！,SOKUON,,5
WHISPER_094,artisan,mid,36,。,SOKUON;DAKUON,,4
WHISPER_095,none,mid,19,。,DAKUON,,5
WHISPER_096,none,mid,37,。,CHOON;DAKUON;HANDAKUON,,4
WHISPER_097,none,mid,20,。,DAKUON,,5
WHISPER_098,none,mid,39,。,SOKUON;CHOON;DAKUON;GAIRAION,,4
WHISPER_099,none,mid,19,？,HATSUON,,5
WHISPER_100,none,weak,38,。,SOKUON;DAKUON,P15,4
WHISPER_101,none,mid,10,。,DAKUON,,5
WHISPER_102,none,strong,19,！,DAKUON,P04,5
WHISPER_103,maid,mid,39,。,CHOON;DAKUON,,4
WHISPER_104,none,mid,21,。,DAKUON,,5
WHISPER_105,none,mid,38,。,SOKUON;HATSUON;DAKUON,,4
WHISPER_106,none,mid,38,。,YOUON;SOKUON;DAKUON,,4
WHISPER_107,none,weak,21,。,CHOON;DAKUON;HANDAKUON,P18,5
WHISPER_108,teacher,mid,38,。,YOUON;SOKUON;DAKUON,,4
WHISPER_109,none,mid,20,。,SOKUON;CHOON;DAKUON,,5
WHISPER_110,none,weak,36,。,DAKUON,,4
WHISPER_111,none,mid,10,。,DAKUON,,5
WHISPER_112,none,strong,20,？,HATSUON;DAKUON;HANDAKUON,,5
WHISPER_113,none,mid,36,。,SOKUON;DAKUON,,4
WHISPER_114,none,mid,37,…,DAKUON,,4
WHISPER_115,none,mid,20,。,HATSUON;CHOON;DAKUON,,5
WHISPER_116,none,mid,38,。,HATSUON;DAKUON,,4
WHISPER_117,none,mid,21,。,SOKUON;DAKUON;HANDAKUON,,5
WHISPER_118,none,weak,37,。,DAKUON,,4
WHISPER_119,mage,mid,21,。,CHOON;DAKUON,,5
WHISPER_120,none,mid,38,。,SOKUON;DAKUON;GAIRAION,P02,4
WHISPER_121,none,strong,10,？,SOKUON;CHOON;DAKUON,,5
WHISPER_122,friend,mid,18,…,DAKUON,,5
WHISPER_123,friend,mid,37,。,DAKUON,,4
WHISPER_124,adventurer,strong,19,！,SOKUON;DAKUON,,5
WHISPER_125,none,mid,37,。,SOKUON;DAKUON,P19,4
WHISPER_126,none,weak,9,。,CHOON,,5
WHISPER_127,none,strong,19,？,SOKUON;DAKUON,,5
WHISPER_128,none,mid,37,。,SOKUON;DAKUON,,4
WHISPER_129,artisan,weak,39,。,YOUON;DAKUON,,4
WHISPER_130,none,mid,22,。,DAKUON,P17,5
WHISPER_131,none,mid,39,。,DAKUON,,4
WHISPER_132,none,mid,19,。,DAKUON,,5
WHISPER_133,none,mid,9,…,CHOON,,5
WHISPER_134,none,mid,37,。,CHOON;DAKUON,,4
WHISPER_135,none,mid,22,。,CHOON;DAKUON,,5
WHISPER_136,none,mid,37,。,SOKUON;DAKUON,,4
WHISPER_137,none,mid,19,。,CHOON;DAKUON,P12,5
WHISPER_138,none,weak,38,。,SOKUON;CHOON;DAKUON;HANDAKUON;GAIRAION,,4
WHISPER_139,none,mid,19,？,CHOON;DAKUON,P03,5
WHISPER_140,none,weak,42,。,SOKUON;CHOON;DAKUON;HANDAKUON,,4
WHISPER_141,none,mid,10,。,CHOON,P09,5
WHISPER_142,none,weak,21,。,SOKUON;DAKUON,,5
WHISPER_143,none,mid,37,。,CHOON;DAKUON,,4
WHISPER_144,none,mid,20,。,YOUON;DAKUON,P10,5
WHISPER_145,friend,weak,39,。,SOKUON;HATSUON;DAKUON;HANDAKUON,,4
WHISPER_146,knight,mid,41,。,CHOON;DAKUON,,4
WHISPER_147,friend,mid,18,。,SOKUON;CHOON;DAKUON,P16,5
WHISPER_148,friend,mid,38,。,HATSUON;DAKUON,,4
WHISPER_149,none,mid,20,。,HATSUON;DAKUON;HANDAKUON,,5
WHISPER_150,none,weak,38,。,HATSUON;CHOON;DAKUON;HANDAKUON,P18,4
WHISPER_151,none,strong,9,？,,,5
WHISPER_152,none,strong,18,？,,,5
WHISPER_153,none,mid,38,。,YOUON;DAKUON,,4
WHISPER_154,none,weak,39,。,SOKUON;HATSUON;DAKUON;HANDAKUON,,4
WHISPER_155,none,weak,21,。,HATSUON,,5
WHISPER_156,none,strong,38,…,DAKUON,,4
WHISPER_157,none,strong,18,！,SOKUON;HATSUON;CHOON,P01,5
WHISPER_158,none,strong,38,。,SOKUON;DAKUON,P06,4
WHISPER_159,none,strong,21,。,SOKUON;HATSUON;DAKUON,P07,5
WHISPER_160,butler,weak,36,。,YOUON;DAKUON,,4
WHISPER_161,none,strong,10,。,DAKUON,,5
WHISPER_162,artisan,weak,22,。,DAKUON,,5
WHISPER_163,none,strong,36,。,SOKUON;CHOON;DAKUON,,4
WHISPER_164,none,strong,21,。,HATSUON;DAKUON,,5
WHISPER_165,none,strong,39,。,SOKUON;DAKUON,,4
WHISPER_166,none,strong,11,！,DAKUON,P11,5
WHISPER_167,none,strong,21,。,SOKUON;CHOON;DAKUON,,5
WHISPER_168,none,strong,38,。,SOKUON;CHOON;DAKUON,,4
WHISPER_169,none,strong,37,。,CHOON;DAKUON,,4
WHISPER_170,none,strong,19,。,DAKUON,,5
WHISPER_171,none,strong,38,。,DAKUON,,4
WHISPER_172,none,strong,21,。,,,5
WHISPER_173,none,strong,9,？,,,5
WHISPER_174,none,strong,39,。,HATSUON;DAKUON,,4
WHISPER_175,none,strong,21,。,DAKUON;GAIRAION,,5
WHISPER_176,none,weak,37,。,SOKUON;DAKUON,,4
WHISPER_177,none,strong,18,…,DAKUON,,5
WHISPER_178,none,weak,41,。,SOKUON;CHOON;DAKUON,,4
WHISPER_179,none,strong,21,。,SOKUON;DAKUON,,5
WHISPER_180,none,weak,38,。,SOKUON;DAKUON,,4
WHISPER_181,friend,strong,10,。,CHOON,P16,5
WHISPER_182,none,strong,19,！,SOKUON;DAKUON,,5
WHISPER_183,mage,strong,39,。,HATSUON;DAKUON;HANDAKUON,,4
WHISPER_184,none,strong,22,。,SOKUON;CHOON;HANDAKUON;GAIRAION,,5
WHISPER_185,none,strong,37,。,SOKUON;DAKUON,,4
WHISPER_186,adventurer,strong,44,。,SOKUON;HATSUON;DAKUON,,4
WHISPER_187,none,weak,20,。,DAKUON,,5
WHISPER_188,none,strong,40,。,SOKUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
WHISPER_189,none,strong,29,。,SOKUON;DAKUON;GAIRAION,P02,4
WHISPER_190,none,strong,36,。,HATSUON;DAKUON;HANDAKUON,,4
WHISPER_191,none,weak,11,…,CHOON;DAKUON,P03,5
WHISPER_192,none,strong,21,。,CHOON;DAKUON,P11,5
WHISPER_193,none,weak,39,。,SOKUON;DAKUON,,4
WHISPER_194,none,strong,38,。,YOUON;SOKUON;DAKUON,,4
WHISPER_195,none,strong,23,。,SOKUON;DAKUON,P19,5
WHISPER_196,teacher,strong,39,…,DAKUON,,4
WHISPER_197,friend,weak,18,。,HATSUON;DAKUON,,5
WHISPER_198,none,strong,37,。,DAKUON,,4
WHISPER_199,none,strong,21,。,DAKUON,P13,5
WHISPER_200,none,strong,38,…,SOKUON;CHOON;DAKUON,,4
