id,character_style,intensity,length_chars,punctuation,phoneme_tags,near_pair_group,reading_ease_score
ANGRY_069,adventurer,strong,37,？,SOKUON;DAKUON,,4
ANGRY_070,none,weak,20,。,HATSUON;DAKUON,,5
ANGRY_071,adventurer,weak,20,。,DAKUON,P14,5
ANGRY_072,artisan,weak,37,。,DAKUON;HANDAKUON,,4
ANGRY_073,none,weak,20,。,YOUON;HATSUON;DAKUON,P08,5
ANGRY_074,none,strong,36,！,SOKUON;CHOON;DAKUON;GAIRAION,,4
ANGRY_075,none,strong,36,！,SOKUON;HATSUON;DAKUON,,4
ANGRY_076,none,weak,11,。,DAKUON,,5
ANGRY_077,none,weak,18,。,DAKUON,,5
ANGRY_078,cool,strong,40,…,DAKUON,,4
ANGRY_079,none,mid,20,。,SOKUON,,5
ANGRY_080,none,mid,36,。,HATSUON;DAKUON,,4
ANGRY_081,none,strong,11,！,,P03,5
ANGRY_082,maid,mid,21,。,DAKUON,,5
ANGRY_083,none,mid,36,。,DAKUON,,4
ANGRY_084,none,strong,41,！,SOKUON;HATSUON;DAKUON,,4
ANGRY_085,none,mid,21,。,YOUON;HATSUON;DAKUON,,5
ANGRY_086,senpai,strong,37,。,SOKUON;DAKUON,,4
ANGRY_087,none,mid,11,。,DAKUON,,5
ANGRY_088,none,mid,20,。,DAKUON;GAIRAION,,5
ANGRY_089,none,mid,36,。,CHOON;DAKUON,,4
ANGRY_090,none,mid,19,。,DAKUON,,5
ANGRY_091,none,mid,37,。,SOKUON;CHOON;DAKUON,,4
ANGRY_092,none,mid,43,。,SOKUON;CHOON;DAKUON,,4
ANGRY_093,none,mid,22,。,DAKUON,P10,5
ANGRY_094,none,mid,10,。,,,5
ANGRY_095,none,strong,36,？,SOKUON;DAKUON,P09,4
ANGRY_096,none,strong,29,！,HATSUON;DAKUON,P04,4
ANGRY_097,none,mid,36,。,DAKUON,,4
ANGRY_098,none,mid,22,。,,,5
ANGRY_099,mage,strong,39,！,HATSUON;DAKUON,,4
ANGRY_100,swordsman,mid,20,。,SOKUON;DAKUON,,5
ANGRY_101,senpai,strong,19,！,CHOON;DAKUON,,5
ANGRY_102,none,strong,40,？,SOKUON;DAKUON;GAIRAION,,4
ANGRY_103,friend,mid,36,。,SOKUON;CHOON;DAKUON,,4
ANGRY_104,mage,mid,19,。,,,5
ANGRY_105,none,mid,37,。,SOKUON;DAKUON,,4
ANGRY_106,none,mid,11,。,,,5
ANGRY_107,none,strong,38,？,YOUON;DAKUON,P12,4
ANGRY_108,none,mid,20,。,SOKUON;DAKUON,,5
ANGRY_109,none,mid,38,。,SOKUON;CHOON;DAKUON,,4
ANGRY_110,none,strong,19,？,DAKUON,,5
ANGRY_111,swordsman,mid,19,。,,,5
ANGRY_112,none,strong,38,！,DAKUON,,4
ANGRY_113,none,mid,21,。,SOKUON;DAKUON;HANDAKUON,,5
ANGRY_114,none,strong,37,！,SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,,4
ANGRY_115,none,strong,36,？,DAKUON,,4
ANGRY_116,none,mid,11,。,,,5
ANGRY_117,none,strong,20,！,DAKUON,,5
ANGRY_118,none,strong,37,。,DAKUON,P07,4
ANGRY_119,none,mid,19,。,CHOON;DAKUON,,5
ANGRY_120,cool,mid,43,。,SOKUON;DAKUON,,4
ANGRY_121,none,strong,10,！,SOKUON,P16,5
ANGRY_122,none,mid,19,。,DAKUON,,5
ANGRY_123,swordsman,mid,42,。,SOKUON;DAKUON,,4
ANGRY_124,none,strong,38,…,HATSUON;DAKUON;HANDAKUON,,4
ANGRY_125,none,mid,19,。,SOKUON,,5
ANGRY_126,none,mid,37,。,HATSUON;DAKUON,,4
ANGRY_127,none,mid,9,。,DAKUON,,5
ANGRY_128,none,mid,20,。,DAKUON,,5
ANGRY_129,none,strong,36,！,HATSUON;DAKUON,,4
ANGRY_130,none,strong,24,！,HATSUON;CHOON;DAKUON,,5
ANGRY_131,none,mid,36,。,CHOON;DAKUON,,4
ANGRY_132,none,mid,37,。,SOKUON;DAKUON,,4
ANGRY_133,none,strong,18,！,SOKUON;DAKUON,P16,5
ANGRY_134,none,mid,11,。,DAKUON,,5
ANGRY_135,none,mid,36,。,HATSUON;DAKUON,,4
ANGRY_136,none,mid,21,。,YOUON;SOKUON;DAKUON,,5
ANGRY_137,none,mid,40,。,SOKUON;DAKUON,,4
ANGRY_138,knight,mid,19,。,,,5
ANGRY_139,none,strong,36,！,SOKUON;HATSUON,,4
ANGRY_140,none,strong,20,？,DAKUON,,5
ANGRY_141,none,mid,20,。,DAKUON,,5
ANGRY_142,mage,mid,36,。,DAKUON;HANDAKUON,,4
ANGRY_143,none,mid,36,。,YOUON;CHOON;DAKUON,P18,4
ANGRY_144,none,mid,20,。,DAKUON,,5
ANGRY_145,none,strong,36,？,HATSUON;DAKUON,,4
ANGRY_146,none,mid,10,…,,,5
ANGRY_147,swordsman,mid,36,。,DAKUON,,4
ANGRY_148,none,mid,20,。,HATSUON;CHOON;DAKUON;GAIRAION,,5
ANGRY_149,none,strong,36,！,SOKUON;DAKUON,,4
ANGRY_150,none,mid,23,。,SOKUON;CHOON;DAKUON,,5
ANGRY_151,none,strong,18,！,,,5
ANGRY_152,none,strong,36,。,HATSUON;DAKUON,,4
ANGRY_153,none,strong,27,！,HATSUON;DAKUON,,5
ANGRY_154,none,mid,36,。,HATSUON;DAKUON,,4
ANGRY_155,none,mid,37,…,DAKUON,,4
ANGRY_156,none,mid,12,。,,,5
ANGRY_157,none,mid,20,。,HATSUON;DAKUON;HANDAKUON,,5
ANGRY_158,none,strong,36,！,HATSUON;DAKUON,,4
ANGRY_159,cool,strong,19,？,DAKUON,,5
ANGRY_160,none,strong,38,？,SOKUON;HATSUON;DAKUON,,4
ANGRY_161,none,mid,10,。,DAKUON,P02,5
ANGRY_162,mage,mid,19,。,DAKUON,,5
ANGRY_163,none,mid,36,。,SOKUON;DAKUON,,4
ANGRY_164,none,mid,37,。,SOKUON;HATSUON;CHOON;DAKUON,,4
ANGRY_165,senpai,mid,20,。,HATSUON;DAKUON,P15,5
ANGRY_166,none,mid,36,。,HATSUON;CHOON;DAKUON;GAIRAION,,4
ANGRY_167,none,mid,11,。,HATSUON;DAKUON,,5
ANGRY_168,none,strong,20,！,DAKUON,,5
ANGRY_169,none,mid,36,。,HATSUON;DAKUON,,4
ANGRY_170,none,mid,18,。,HATSUON;DAKUON,P02,5
ANGRY_171,none,strong,38,！,HATSUON;DAKUON,,4
ANGRY_172,none,strong,38,？,HATSUON;DAKUON,P15,4
ANGRY_173,none,mid,22,。,YOUON;HATSUON;DAKUON;HANDAKUON,,5
ANGRY_174,friend,mid,10,。,DAKUON,,5
ANGRY_175,none,mid,38,。,SOKUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
ANGRY_176,none,mid,20,。,SOKUON;CHOON;DAKUON;GAIRAION,,5
ANGRY_177,swordsman,mid,36,。,DAKUON,,4
ANGRY_178,none,mid,19,。,DAKUON,,5
ANGRY_179,none,strong,40,！,HATSUON;DAKUON,P17,4
ANGRY_180,none,mid,19,。,,,5
ANGRY_181,none,strong,19,？,DAKUON,P11,5
ANGRY_182,none,mid,41,…,SOKUON;DAKUON,,4
ANGRY_183,none,strong,38,！,SOKUON;HATSUON;DAKUON,,4
ANGRY_184,none,mid,19,。,HATSUON;DAKUON,,5
ANGRY_185,none,mid,36,。,CHOON;DAKUON,P20,4
ANGRY_186,none,strong,13,！,HATSUON,P01,5
ANGRY_187,none,mid,39,。,SOKUON;HATSUON;DAKUON,,4
ANGRY_188,none,strong,18,！,HATSUON;DAKUON,,5
ANGRY_189,none,strong,38,！,SOKUON;HATSUON;DAKUON,,4
ANGRY_190,none,mid,20,。,HATSUON;DAKUON,,5
ANGRY_191,none,mid,20,。,DAKUON,,5
ANGRY_192,none,mid,37,。,HATSUON;DAKUON,,4
ANGRY_193,none,strong,29,。,SOKUON;HATSUON;DAKUON,,4
ANGRY_194,none,mid,39,。,YOUON;HATSUON;CHOON;DAKUON,P13,4
ANGRY_195,none,strong,40,？,SOKUON;CHOON;DAKUON,P09,4
ANGRY_196,none,mid,12,。,YOUON;HATSUON;DAKUON,P08,5
ANGRY_197,none,mid,19,。,CHOON;DAKUON,,5
ANGRY_198,none,weak,36,。,DAKUON,,4
ANGRY_199,none,mid,19,…,,,5
ANGRY_200,none,strong,41,…,SOKUON;HATSUON;DAKUON,P17,4
