id,character_style,intensity,length_chars,punctuation,phoneme_tags,near_pair_group,reading_ease_score
SURPRISE_056,none,weak,20,。,SOKUON;CHOON;DAKUON,,5
SURPRISE_057,none,weak,36,。,HATSUON;CHOON;DAKUON,,4
SURPRISE_058,swordsman,strong,21,！,SOKUON;CHOON;DAKUON,,5
SURPRISE_059,none,weak,41,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_060,none,mid,19,？,,,5
SURPRISE_061,none,weak,11,。,HATSUON;DAKUON,P07,5
SURPRISE_062,none,strong,20,？,DAKUON,P12,5
SURPRISE_063,none,strong,39,？,CHOON;DAKUON,,4
SURPRISE_064,none,weak,39,。,HATSUON;CHOON;DAKUON,,4
SURPRISE_065,none,weak,19,。,HATSUON;DAKUON,,5
SURPRISE_066,none,strong,36,。,SOKUON;HATSUON;DAKUON,,4
SURPRISE_067,none,strong,19,？,SOKUON;HATSUON;CHOON;DAKUON,P09,5
SURPRISE_068,none,weak,11,。,SOKUON;DAKUON,,5
SURPRISE_069,none,weak,40,。,SOKUON;HATSUON;DAKUON,,4
SURPRISE_070,none,strong,21,！,SOKUON;HATSUON;DAKUON;HANDAKUON,P17,5
SURPRISE_071,girl,weak,39,。,SOKUON;HATSUON;CHOON;DAKUON;HANDAKUON,P10,4
SURPRISE_072,artisan,strong,38,！,SOKUON;HATSUON;DAKUON,,4
SURPRISE_073,girl,weak,21,。,HATSUON;DAKUON;HANDAKUON,,5
SURPRISE_074,adventurer,weak,36,。,SOKUON;HANDAKUON,,4
SURPRISE_075,none,weak,12,…,SOKUON;HATSUON;DAKUON,,5
SURPRISE_076,none,weak,19,。,HATSUON;DAKUON,,5
SURPRISE_077,none,weak,38,。,SOKUON;DAKUON,,4
SURPRISE_078,none,strong,21,！,SOKUON;DAKUON,,5
SURPRISE_079,none,weak,37,。,SOKUON;DAKUON,,4
SURPRISE_080,none,weak,21,。,CHOON;DAKUON,P16,5
SURPRISE_081,none,strong,9,！,DAKUON,,5
SURPRISE_082,none,strong,18,？,SOKUON;DAKUON,,5
SURPRISE_083,none,weak,37,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_084,none,weak,36,。,SOKUON;CHOON;DAKUON;HANDAKUON,,4
SURPRISE_085,none,weak,19,。,DAKUON,P02,5
SURPRISE_086,none,weak,36,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_087,none,weak,21,。,SOKUON;CHOON;DAKUON,,5
SURPRISE_088,none,strong,11,？,CHOON,P20,5
SURPRISE_089,none,strong,42,！,SOKUON;DAKUON,,4
SURPRISE_090,mage,weak,19,。,CHOON;DAKUON,,5
SURPRISE_091,girl,weak,36,。,SOKUON;DAKUON,,4
SURPRISE_092,none,strong,38,…,HATSUON;DAKUON;HANDAKUON,,4
SURPRISE_093,none,strong,19,？,SOKUON;HATSUON;DAKUON,P13,5
SURPRISE_094,swordsman,weak,38,。,CHOON;DAKUON,,4
SURPRISE_095,none,strong,10,！,SOKUON;DAKUON,,5
SURPRISE_096,none,strong,19,！,SOKUON;DAKUON,,5
SURPRISE_097,none,weak,36,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_098,none,strong,20,。,SOKUON;DAKUON,P17,5
SURPRISE_099,none,weak,37,。,CHOON;DAKUON,,4
SURPRISE_100,none,strong,19,？,YOUON;SOKUON;HATSUON;CHOON;DAKUON,P09,5
SURPRISE_101,none,mid,36,。,DAKUON,,4
SURPRISE_102,none,strong,19,！,CHOON;DAKUON,,5
SURPRISE_103,friend,mid,36,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_104,none,strong,12,？,SOKUON;CHOON,,5
SURPRISE_105,none,mid,18,。,DAKUON,,5
SURPRISE_106,none,mid,37,。,SOKUON;CHOON;DAKUON;GAIRAION,,4
SURPRISE_107,none,strong,38,。,HATSUON;CHOON;DAKUON,,4
SURPRISE_108,none,mid,20,。,CHOON;DAKUON;HANDAKUON,P14,5
SURPRISE_109,none,mid,36,。,SOKUON;DAKUON,,4
SURPRISE_110,none,strong,20,？,HATSUON;DAKUON,P11,5
SURPRISE_111,none,mid,39,。,SOKUON;HATSUON;DAKUON,,4
SURPRISE_112,none,mid,12,。,HATSUON;CHOON;DAKUON,,5
SURPRISE_113,none,strong,20,？,SOKUON;DAKUON,,5
SURPRISE_114,girl,mid,37,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_115,none,strong,36,？,SOKUON;CHOON;DAKUON,,4
SURPRISE_116,none,weak,22,。,SOKUON;DAKUON,,5
SURPRISE_117,none,strong,39,…,YOUON;SOKUON;DAKUON,P05,4
SURPRISE_118,none,mid,21,。,HATSUON,,5
SURPRISE_119,none,mid,39,。,CHOON;DAKUON;GAIRAION,,4
SURPRISE_120,girl,mid,19,。,HATSUON;DAKUON,,5
SURPRISE_121,none,mid,42,。,HATSUON;DAKUON,,4
SURPRISE_122,none,strong,20,…,HATSUON;DAKUON,,5
SURPRISE_123,friend,mid,36,。,HATSUON;CHOON;DAKUON,,4
SURPRISE_124,none,strong,12,…,DAKUON,P04,5
SURPRISE_125,none,strong,22,！,SOKUON;CHOON;DAKUON,,5
SURPRISE_126,none,mid,36,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_127,none,mid,39,。,SOKUON;DAKUON,,4
SURPRISE_128,none,strong,19,？,SOKUON;DAKUON;HANDAKUON,P11,5
SURPRISE_129,none,strong,39,…,HATSUON;DAKUON,,4
SURPRISE_130,none,mid,21,。,CHOON;DAKUON,,5
SURPRISE_131,girl,mid,36,。,SOKUON;DAKUON,,4
SURPRISE_132,none,mid,11,。,SOKUON;CHOON;HANDAKUON,,5
SURPRISE_133,none,strong,19,！,SOKUON;DAKUON,P15,5
SURPRISE_134,none,mid,37,。,SOKUON;CHOON;DAKUON,P08,4
SURPRISE_135,none,strong,41,。,SOKUON;HATSUON;DAKUON,,4
SURPRISE_136,none,strong,23,！,DAKUON,,5
SURPRISE_137,none,weak,37,。,SOKUON;HATSUON;CHOON;DAKUON,,4
SURPRISE_138,adventurer,mid,20,。,SOKUON;HATSUON;CHOON;DAKUON,,5
SURPRISE_139,mage,mid,38,。,CHOON;DAKUON,,4
SURPRISE_140,none,strong,22,？,HATSUON;DAKUON,,5
SURPRISE_141,none,mid,38,。,CHOON;DAKUON,,4
SURPRISE_142,none,mid,19,。,HATSUON;DAKUON,P12,5
SURPRISE_143,none,mid,39,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_144,none,strong,10,？,HATSUON;DAKUON,,5
SURPRISE_145,girl,mid,20,。,CHOON;DAKUON,P10,5
SURPRISE_146,none,mid,37,。,SOKUON;HATSUON;DAKUON,,4
SURPRISE_147,none,strong,40,？,SOKUON;HATSUON;DAKUON,,4
SURPRISE_148,none,strong,20,！,DAKUON,P04,5
SURPRISE_149,girl,mid,37,。,HATSUON;CHOON;DAKUON,,4
SURPRISE_150,none,mid,20,。,DAKUON,,5
SURPRISE_151,none,mid,39,。,HATSUON;DAKUON;HANDAKUON,,4
SURPRISE_152,none,mid,10,。,CHOON,,5
SURPRISE_153,none,strong,19,？,SOKUON;CHOON,,5
SURPRISE_154,girl,mid,36,。,CHOON;DAKUON,P15,4
SURPRISE_155,none,mid,36,。,SOKUON;DAKUON,,4
SURPRISE_156,none,mid,20,。,CHOON;DAKUON;GAIRAION,,5
SURPRISE_157,none,strong,38,…,DAKUON,,4
SURPRISE_158,none,strong,19,！,HATSUON;DAKUON,,5
SURPRISE_159,none,strong,37,。,DAKUON,,4
SURPRISE_160,artisan,mid,19,。,CHOON;DAKUON,,5
SURPRISE_161,none,mid,37,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_162,none,mid,20,。,DAKUON,,5
SURPRISE_163,knight,mid,37,。,CHOON;DAKUON,,4
SURPRISE_164,none,strong,10,！,SOKUON;HATSUON;DAKUON,,5
SURPRISE_165,none,mid,24,。,DAKUON,P19,5
SURPRISE_166,adventurer,mid,38,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_167,none,mid,37,。,SOKUON;HATSUON;DAKUON,,4
SURPRISE_168,none,mid,19,。,SOKUON;CHOON;DAKUON,,5
SURPRISE_169,artisan,mid,37,。,SOKUON;DAKUON,P06,4
SURPRISE_170,none,strong,18,！,SOKUON;DAKUON,,5
SURPRISE_171,girl,mid,38,。,HATSUON;DAKUON;HANDAKUON,,4
SURPRISE_172,none,strong,10,？,DAKUON,P01,5
SURPRISE_173,none,mid,20,。,HATSUON;DAKUON,,5
SURPRISE_174,none,mid,39,。,HATSUON;CHOON;DAKUON;HANDAKUON,,4
SURPRISE_175,none,weak,38,。,SOKUON;CHOON;DAKUON,,4
SURPRISE_176,none,mid,20,。,SOKUON;CHOON;DAKUON;HANDAKUON,P16,5
SURPRISE_177,none,mid,36,。,DAKUON,,4
SURPRISE_178,none,strong,18,…,HATSUON;DAKUON,,5
SURPRISE_179,none,strong,38,。,SOKUON;DAKUON,P05,4
SURPRISE_180,none,mid,22,。,SOKUON;DAKUON,,5
SURPRISE_181,none,strong,36,？,CHOON;DAKUON,,4
SURPRISE_182,none,strong,20,！,DAKUON;GAIRAION,,5
SURPRISE_183,friend,mid,38,。,HATSUON;CHOON;DAKUON,,4
SURPRISE_184,friend,strong,9,！,DAKUON,P18,5
SURPRISE_185,artisan,mid,19,。,CHOON;DAKUON,,5
SURPRISE_186,none,mid,37,。,SOKUON;DAKUON,,4
SURPRISE_187,none,mid,36,。,CHOON;DAKUON,,4
SURPRISE_188,girl,mid,19,。,SOKUON;DAKUON,,5
SURPRISE_189,none,mid,37,。,SOKUON;HATSUON;CHOON;DAKUON,,4
SURPRISE_190,none,mid,23,。,YOUON;HATSUON;CHOON;DAKUON;HANDAKUON,,5
SURPRISE_191,girl,weak,36,。,DAKUON,,4
SURPRISE_192,none,mid,11,…,CHOON;DAKUON,,5
SURPRISE_193,none,mid,20,。,DAKUON,P02,5
SURPRISE_194,none,mid,37,。,SOKUON;HATSUON;DAKUON;HANDAKUON,,4
SURPRISE_195,none,strong,42,…,HATSUON;CHOON;DAKUON,,4
SURPRISE_196,none,mid,21,。,CHOON;DAKUON,,5
SURPRISE_197,artisan,mid,37,。,HATSUON;CHOON;DAKUON,,4
SURPRISE_198,none,strong,21,！,SOKUON;HATSUON;DAKUON,P13,5
SURPRISE_199,none,mid,38,…,DAKUON,,4
SURPRISE_200,none,mid,20,。,HATSUON;CHOON;DAKUON,,5
