id,character_style,intensity,length_chars,punctuation,phoneme_tags,near_pair_group,reading_ease_score
ANNOUNCE_101,none,mid,9,。,DAKUON,,5
ANNOUNCE_102,none,mid,24,。,CHOON;DAKUON;HANDAKUON,,5
ANNOUNCE_103,none,mid,36,。,SOKUON;DAKUON,,4
ANNOUNCE_104,none,mid,20,。,DAKUON,,5
ANNOUNCE_105,none,mid,36,。,DAKUON,,4
ANNOUNCE_106,none,mid,39,。,DAKUON,,4
ANNOUNCE_107,teacher,mid,19,。,DAKUON,P08,5
ANNOUNCE_108,none,weak,42,。,CHOON;DAKUON,P20,4
ANNOUNCE_109,none,mid,24,。,HATSUON;CHOON;DAKUON,,5
ANNOUNCE_110,none,mid,42,。,DAKUON,,4
ANNOUNCE_111,none,mid,12,。,DAKUON,P15,5
ANNOUNCE_112,none,mid,20,。,GAIRAION,,5
ANNOUNCE_113,butler,mid,38,。,DAKUON,,4
ANNOUNCE_114,none,mid,37,。,SOKUON;DAKUON,,4
ANNOUNCE_115,none,mid,27,。,DAKUON,,5
ANNOUNCE_116,none,mid,38,。,DAKUON;GAIRAION,,4
ANNOUNCE_117,none,mid,18,。,DAKUON;HANDAKUON,,5
ANNOUNCE_118,none,mid,44,。,DAKUON;GAIRAION,,4
ANNOUNCE_119,none,mid,21,。,DAKUON,,5
ANNOUNCE_120,none,mid,37,。,DAKUON,,4
ANNOUNCE_121,none,mid,11,。,DAKUON,P11,5
ANNOUNCE_122,none,mid,21,。,DAKUON,P09,5
ANNOUNCE_123,none,mid,40,。,DAKUON,,4
ANNOUNCE_124,none,mid,27,。,CHOON;DAKUON,P20,5
ANNOUNCE_125,none,mid,37,。,DAKUON;HANDAKUON,P16,4
ANNOUNCE_126,none,mid,10,…,DAKUON,,5
ANNOUNCE_127,none,mid,22,。,,,5
ANNOUNCE_128,none,mid,37,。,DAKUON,,4
ANNOUNCE_129,none,mid,37,。,SOKUON;CHOON;DAKUON,,4
ANNOUNCE_130,none,mid,19,。,DAKUON,,5
ANNOUNCE_131,none,mid,36,。,DAKUON,,4
ANNOUNCE_132,none,mid,21,。,DAKUON;HANDAKUON;GAIRAION,,5
ANNOUNCE_133,none,mid,12,。,DAKUON,P06,5
ANNOUNCE_134,none,mid,39,。,DAKUON,P17,4
ANNOUNCE_135,none,mid,23,。,DAKUON,,5
ANNOUNCE_136,none,mid,36,。,CHOON;DAKUON;HANDAKUON,,4
ANNOUNCE_137,none,mid,20,。,CHOON;DAKUON;HANDAKUON,,5
ANNOUNCE_138,none,mid,38,。,DAKUON,,4
ANNOUNCE_139,none,mid,20,。,,,5
ANNOUNCE_140,none,mid,36,。,DAKUON,,4
ANNOUNCE_141,none,strong,9,。,DAKUON,,5
ANNOUNCE_142,none,strong,20,。,DAKUON,P11,5
ANNOUNCE_143,none,strong,40,。,SOKUON;CHOON;DAKUON;HANDAKUON,,4
ANNOUNCE_144,none,strong,20,。,DAKUON,P12,5
ANNOUNCE_145,none,strong,41,。,SOKUON;CHOON;DAKUON,,4
ANNOUNCE_146,none,strong,37,。,HATSUON;DAKUON,,4
ANNOUNCE_147,none,strong,22,。,DAKUON,,5
ANNOUNCE_148,none,strong,39,。,SOKUON;DAKUON,,4
ANNOUNCE_149,none,strong,19,。,DAKUON,,5
ANNOUNCE_150,none,strong,40,。,DAKUON,,4
ANNOUNCE_151,none,strong,16,。,DAKUON,,5
ANNOUNCE_152,none,strong,20,。,SOKUON;DAKUON,,5
ANNOUNCE_153,none,strong,37,。,DAKUON,,4
ANNOUNCE_154,none,strong,38,。,YOUON;HATSUON;CHOON;DAKUON;GAIRAION,,4
ANNOUNCE_155,none,weak,23,。,SOKUON;DAKUON,P19,5
ANNOUNCE_156,none,strong,38,。,HATSUON;DAKUON;HANDAKUON,,4
ANNOUNCE_157,none,strong,23,。,SOKUON;DAKUON,,5
ANNOUNCE_158,none,strong,38,。,DAKUON,,4
ANNOUNCE_159,none,strong,21,。,DAKUON,P15,5
ANNOUNCE_160,girl,strong,37,。,DAKUON,,4
ANNOUNCE_161,none,strong,12,。,,P01,5
ANNOUNCE_162,none,strong,23,。,DAKUON,,5
ANNOUNCE_163,none,weak,36,。,SOKUON;DAKUON,,4
ANNOUNCE_164,none,strong,20,。,DAKUON,,5
ANNOUNCE_165,none,strong,36,。,DAKUON;HANDAKUON,,4
ANNOUNCE_166,none,strong,9,。,DAKUON,,5
ANNOUNCE_167,none,strong,21,。,HATSUON;DAKUON,,5
ANNOUNCE_168,none,strong,37,。,DAKUON,P16,4
ANNOUNCE_169,none,strong,36,。,SOKUON;DAKUON,,4
ANNOUNCE_170,none,strong,22,。,DAKUON,,5
ANNOUNCE_171,none,strong,37,。,DAKUON,,4
ANNOUNCE_172,none,strong,18,。,DAKUON,,5
ANNOUNCE_173,none,strong,11,。,,,5
ANNOUNCE_174,teacher,strong,37,。,DAKUON,,4
ANNOUNCE_175,none,strong,21,。,CHOON;HANDAKUON,,5
ANNOUNCE_176,none,strong,37,。,DAKUON,,4
ANNOUNCE_177,none,strong,21,。,,,5
ANNOUNCE_178,none,strong,37,。,SOKUON,,4
ANNOUNCE_179,none,strong,21,。,DAKUON,,5
ANNOUNCE_180,none,strong,37,。,CHOON;DAKUON,P07,4
ANNOUNCE_181,none,strong,10,。,DAKUON,,5
ANNOUNCE_182,none,strong,22,。,DAKUON,,5
ANNOUNCE_183,none,strong,38,。,DAKUON,,4
ANNOUNCE_184,none,strong,21,。,SOKUON,,5
ANNOUNCE_185,none,strong,40,。,SOKUON;DAKUON;HANDAKUON,,4
ANNOUNCE_186,none,strong,44,。,DAKUON,,4
ANNOUNCE_187,none,strong,22,。,DAKUON;GAIRAION,P10,5
ANNOUNCE_188,none,strong,38,。,SOKUON;DAKUON,,4
ANNOUNCE_189,none,strong,21,。,YOUON;HATSUON;CHOON;DAKUON;GAIRAION,,5
ANNOUNCE_190,none,strong,36,。,CHOON;DAKUON;HANDAKUON,,4
ANNOUNCE_191,none,strong,12,。,,P03,5
ANNOUNCE_192,none,strong,20,。,HATSUON;DAKUON,,5
ANNOUNCE_193,none,strong,36,。,DAKUON;GAIRAION,P10,4
ANNOUNCE_194,none,strong,38,。,DAKUON,,4
ANNOUNCE_195,none,strong,21,。,DAKUON,,5
ANNOUNCE_196,none,strong,40,。,DAKUON,,4
ANNOUNCE_197,none,strong,22,。,CHOON;DAKUON,,5
ANNOUNCE_198,none,strong,38,。,DAKUON,,4
ANNOUNCE_199,none,strong,20,。,DAKUON,,5
ANNOUNCE_200,none,strong,37,。,DAKUON,,4
